"TckrSymb","FinInstrmNm"
"AADHARHFC","Aadhar Housing Finance Limited"
"AZTEC","Aztec Fluids & Machinery Limit"
"PIOTEX","PIOTEX INDUSTRIES LIMITED"
"GODIGIT","Go Digit General Insurance Lim"
"MIDSMALL","Mirae Asset Mutual Fund"
"AWFIS","Awfis Space Solutions Limited"
"LIQUIDBETF","Bajaj Finserv Mutual Fund"
"BOROSCI","Borosil Scientific Limited"
"ADTECH","ADTECH SYSTEMS LIMITED"
"TOTEM","Forbes Precision Tools and Mac"
"KRONOX","KRONOX LAB SCIENCES LIMITED"
"SATTRIX","SATTRIX INFORMATION SECURITY L"
"3CIT","3C IT Solutions and Telecoms ("
"PURPLEFIN","Purple Finance Limited"
"IXIGO","Le Travenues Technology Limite"
"MID150CASE","Zerodha Mutual Fund"
"TOP100CASE","Zerodha Mutual Fund"
"RETAIL","JHS SVENDGAARD RETAIL VENTURES"
"DEEDEV","DEE DEVELOPMENT ENGINEERS LIMI"
"GEMENVIRO","GEM Enviro Management Limited"
"AFIL","Akme Fintrade (India) Limited"
"DFPL","DINDIGUL FARM PRODUCT LIMITED"
"STANLEY","STANLEY LIFESTYLES LIMITED"
"ABDL","Allied Blenders and Distillers"
"VRAJ","VRAJ IRON AND STEEL LIMITED"
"NPL","National Peroxide Limited"
"SBISILVER","SBI Mutual Fund"
"RELIABLE","Reliable Data Services Limited"
"BANSALWIRE","Bansal Wire Industries Limited"
"EMCURE","Emcure Pharmaceuticals Limited"
"EVINDIA","Mirae Asset Mutual Fund"
"ACLD","AELEA COMMODITIES LIMITED"
"THREEMPAPE","THREE M PAPER BOARDS LIMITED"
"SBINEQWETF","SBI Mutual Fund"
"OILIETF","ICICI Prudential Mutual Fund"
"SANSTAR","SANSTAR LIMITED"
"ABSLPSE","Aditya Birla Sun Life Mutual F"
"VVIPIL","VVIP Infratech Limited"
"KIZI","Kizi Apparels Limited"
"AKUMS","Akums Drugs and Pharmaceutical"
"CEIGALL","Ceigall India Limited"
"AFCOM","Afcom Holdings Limited"
"OLAELEC","Ola Electric Mobility Limited"
"FIRSTCRY","Brainbees Solutions Limited"
"UNIECOM","UNICOMMERCE ESOLUTIONS LIMITED"
"METALIETF","ICICI Prudential Mutual Fund"
"SSDL","SARASWATI SAREE DEPOT LIMITED"
"BROACH","BROACH LIFECARE HOSPITAL LIMIT"
"INTERARCH","Interarch Building Solutions L"
"MFML","Mahalaxmi Fabric Mills Limited"
"GLOBALE","Globale Tessile Limited"
"ORIENTTECH","Orient Technologies Limited"
"RAL","Resourceful Automobile Limited"
"PREMIERENE","Premier Energies Limited"
"ECOSMOBLTY","ECOS (India) Mobility & Hospit"
"RAYMONDLSL","Raymond Lifestyle Limited"
"MULTICAP","Mirae Asset Mutual Fund"
"TRAVELS","Travels & rentals Limited"
"STYLEBAAZA","Baazar Style Retail Limited"
"GALAPREC","Gala Precision Engineering Lim"
"RVTH","Revathi Equipment India Limite"
"TOP10ADD","DSP Mutual Fund"
"MACHLTD","MACH TRAVEL SOLUTIONS LIMITED"
"BALAJEE","SHREE TIRUPATI BALAJEE AGRO TR"
"SANOFICONR","Sanofi Consumer Healthcare Ind"
"SSL","Share Samadhan Limited"
"BAJAJHFL","Bajaj Housing Finance Limited"
"KROSS","Kross Limited"
"TOLINS","Tolins Tyres Limited"
"PNGJL","P N GADGIL JEWELLERS LIMITED"
"SAFE","Sodhani Academy of Fintech Ena"
"WCIL","Western Carriers (India) Limit"
"PFL","POPULAR FOUNDATIONS LIMITED"
"NORTHARC","Northern Arc Capital Ltd."
"ARKADE","ARKADE DEVELOPERS LIMITED"
"MANBA","Manba Finance Limited"
"KRN","KRN HEAT EXCHANGER AND REFRIGE"
"DIFFNKG","Diffusion Engineers Limited"
"NEXXUS","Nexxus Petro Industries Limite"
"BANKPSU","Mirae Asset Mutual Fund"
"SUBAM","SUBAM PAPERS LIMITED"
"METAL","Mirae Asset Mutual Fund"
"GARUDA","Garuda Construction and Engine"
"SHIVTEXCHEM","SHIV TEXCHEM LIMITED"
"MGEL","MANGALAM GLOBAL ENTERPRISE LIM"
"HYUNDAI","HYUNDAI MOTOR INDIA LIMITED"
"VAL30IETF","ICICI Prudential Mutual Fund"
"DBEIL","Deepak Builders and Engineers"
"WAAREEENER","Waaree Energies Limited"
"OCCLLTD","OCCL Limited"
"GODAVARIB","Godavari Biorefineries Limited"
"AFCONS","Afcons Infrastructure Limited"
"ABINFRA","A B INFRABUILD LIMITED"
"SAGILITY","Sagility Limited"
"ACMESOLAR","ACME Solar Holdings Limited"
"LIQUIDPLUS","Mirae Asset Mutual Fund"
"SWIGGY","SWIGGY LIMITED"
"NIVABUPA","NIVA BUPA HEALTH INSURANCE COM"
"MANGALCOMP","Mangal Compusolution Limited"
"BLACKBUCK","BlackBuck Limited"
"NTPCGREEN","NTPC GREEN ENERGY LIMITED"
"EIEL","ENVIRO INFRA ENGINEERS LIMITED"
"RAJESH","RAJESH POWER SERVICES LIMITED"
"ONESOURCE","Onesource Specialty Pharma Lim"
"SURAKSHA","SURAKSHA DIAGNOSTIC LIMITED"
"ROSSTECH","Rossell Techsys Limited"
"NISUS","NISUS FINANCE SERVICES CO LIMI"
"ODIGMA","Odigma Consultancy Solutions L"
"INNOVANA","Innovana Thinklabs Limited"
"TTC","TOSS THE COIN LIMITED"
"JUNGLECAMP","JUNGLE CAMPS INDIA LIMITED"
"MOBIKWIK","One Mobikwik Systems Limited"
"SAILIFE","Sai Life Sciences Limited"
"VMM","Vishal Mega Mart Limited"
"HILLTONE","Hilltone Software and Gases Lt"
"IKS","INVENTURUS KNOWLEDGE SOLUTIONS"
"YASHHV","Yash Highvoltage Limited"
"IGIL","International Gemological Inst"
"HAMPS","HAMPS BIO LIMITED"
"NACDAC","NACDAC Infrastructure Limited"
"SANATHAN","Sanathan Textiles Limited"
"CEWATER","Concord Enviro Systems Limited"
"DAMCAPITAL","DAM Capital Advisors Limited"
"TRANSRAILL","Transrail Lighting Limited"
"MAMATA","MAMATA MACHINERY LIMITED"
"SENORES","SENORES PHARMACEUTICALS LIMITE"
"CARRARO","CARRARO INDIA LIMITED"
"VENTIVE","Ventive Hospitality Limited"
"UNIMECH","Unimech Aerospace and Manufact"
"CONSUMER","Mirae Asset Mutual Fund"
"CITICHEM","Citichem India Limited"
"ITCHOTELS","ITC Hotels Limited"
"ECAPINSURE","Edelweiss Mutual Fund"
"INDOFARM","INDO FARM EQUIPMENT LIMITED"
"VANDU","LEO DRYFRUITS & SPICES TRADING"
"PARMESHWAR","PARMESHWAR METAL LIMITED"
"DAVIN","Davin Sons Retail Limited"
"FABCLEAN","FABTECH TECHNOLOGIES CLEANROOM"
"SETL","STANDARD ENGINEERING TECHNOLOG"
"INDOBELL","Indobell Insulations Limited"
"BRGIL","B.R.GOYAL INFRASTRUCTURE LIMIT"
"QUADFUTURE","Quadrant Future Tek Limited"
"CAPINVIT","Capital Infra Trust"
"LAXMIDENTL","Laxmi Dental Limited"
"RIKHAV","Rikhav Securities Limited"
"LGLL","LANDMARK GLOBAL LEARNING LIMIT"
"STALLION","Stallion India Fluorochemicals"
"CNINFOTECH","CAPITALNUMBERS INFOTECH  LIMIT"
"SHRIPISTON","SHRIRAM PISTONS & RINGS LTD"
"DENTA","Denta Water and Infra Solution"
"RRECL","RDB Real Estate Constructions"
"CLN","CLN ENERGY LIMITED"
"GBLOGISTIC","GB Logistics Commerce Limited"
"HMEML","H.M. ELECTRO MECH LIMITED"
"AGARWALEYE","Dr. Agarwal's Health Care Limi"
"MALPANI","MALPANI PIPES AND FITTINGS LIM"
"NEXT30ADD","DSP Mutual Fund"
"AMWILL","Amwill Health Care Limited"
"SOLARIUM","SOLARIUM GREEN ENERGY LIMITED"
"JUBLCPL","Jubilant Agri and Consumer Pro"
"AJAXENGG","AJAX Engineering Limited"
"COVANCE","COVANCE SOFTSOL LIMITED"
"HEXT","Hexaware Technologies Limited"
"UNIONGOLD","UNION MUTUAL FUND"
"BAJAJINDEF","Indef Manufacturing Limited"
"SHANMUGA","SHANMUGA HOSPITAL LIMITED"
"QPOWER","QUALITY POWER ELECTRICAL EQUIP"
"SWASTH","Swasth Foodtech India Limited"
"BEEZAASAN","Beezaasan Explotech Limited"
"NUKLEUS","NUKLEUS OFFICE SOLUTIONS LIMIT"
"VIKRAMAR","VIKRAM AROMA LIMITED"
"GOLD360","360 ONE Mutual Fund"
"SELECTIPO","Mirae Asset Mutual Fund"
"EQUAL200","Mirae Asset Mutual Fund"
"PRABHA","Prabha Energy Limited"
"SUPERIRON","Super Iron Foundry Limited"
"AXISVALUE","Axis Mutual Fund"
"PPARIVAH","PARADEEP PARIVAHAN LIMITED"
"SILVERCASE","Zerodha Mutual Fund"
"SBIBPB","SBI Mutual Fund"
"SPECTRUM","Spectrum Electrical Industries"
"DESCO","Desco Infratech Limited"
"IDENTIXWEB","Identixweb Limited"
"SILVER360","360 ONE Mutual Fund"
"ENRIN","Siemens Energy India Limited"
"INFONATIVE","INFONATIVE SOLUTIONS LIMITED"
"EVIETF","ICICI Prudential Mutual Fund"
"STLNETWORK","STL Networks Limited"
"NPST","Network People Services Techno"
"ATHERENERG","Ather Energy Limited"
"SRIGEE","SRIGEE DLM LIMITED"
"MANOJJEWEL","Manoj Jewellers Limited"
"EQUAL50","Mirae Asset Mutual Fund"
"JASH","JASH ENGINEERING LIMITED"
"ABLBL","Aditya Birla Lifestyle Brands"
"BORANA","BORANA WEAVES LIMITED"
"BELRISE","BELRISE INDUSTRIES LIMITED"
"UNIFIED","UNIFIED DATA TECH SOLUTIONS LI"
"AEGISVOPAK","AEGIS VOPAK TERMINALS LIMITED"
"THELEELA","Leela Palaces Hotels & Resorts"
"ASTONEALAB","ASTONEA LABS LIMITED"
"PROSTARM","PROSTARM INFO SYSTEMS LIMITED"
"SCODATUBES","Scoda Tubes Limited"
"3BFILMS","3B FILMS LIMITED"
"DIGITIDE","Digitide Solutions Limited"
"BLUSPRING","Bluspring Enterprises Limited"
"SNXT30BEES","Nippon India Mutual Fund"
"KRISHIVAL","KRISHIVAL FOODS LIMITED"
"ATENPAPERS","Aten Papers & Foam Limited"
"OSWALPUMPS","Oswal Pumps Limited"
"ARIS","ArisInfra Solutions Limited"
"RAYMONDREL","Raymond Realty Limited"
"ELLEN","ELLENBARRIE INDUSTRIAL GASES L"
"ABRFL","Abram Food Limited"
"KALPATARU","Kalpataru Limited"
"GLOBECIVIL","GLOBE CIVIL PROJECTS LIMITED"
"AJCJEWEL","AJC Jewel Manufacturers Limite"
"ICON","Icon Facilitators Limited"
"TOP15IETF","ICICI Prudential Mutual Fund"
"SEVL","SUPERTECH EV LIMITED"
"HDBFS","HDB FINANCIAL SERVICES LIMITED"
"SAMBHV","SAMBHV STEEL TUBES LIMITED"
"ACEALPHA","Ace Alpha Tech Limited"
"IGCL","Indogulf Cropsciences Limited"
"VALINDIA","Valencia India Limited"
"NEETUYOSHI","Neetu Yoshi Limited"
"ADCOUNTY","ADCOUNTY MEDIA INDIA LIMITED"
"MARCLOIRE","MARC LOIRE FASHIONS LIMITED"
"INTERNET","Mirae Asset Mutual Fund"
"CRIZAC","CRIZAC LIMITED"
"CRYOGENIC","CRYOGENIC OGS LIMITED"
"METAINFO","META INFOTECH LIMITED"
"CHEMKART","Chemkart India Limited"
"TRAVELFOOD","TRAVEL FOOD SERVICES LIMITED"
"GLEN","Glen Industries Limited"
"APL","ASSTON PHARMACEUTICALS LIMITED"
"ADVENTHTL","Advent Hotels International Li"
"SMARTWORKS","SMARTWORKS COWORKING SPACES LI"
"PASHUPATI","Pashupati Cotspin Limited"
"ANTHEM","Anthem Biosciences Limited"
"CHEMBONDCH","CHEMBOND CHEMICALS  LIMITED"
"MONIKA","MONIKA ALCOBEV LIMITED"
"SWASTIKAAL","Swastika Castal Limited"
"MSECL","Monarch Surveyors and Engineer"
"INDIQUBE","INDIQUBE SPACES LIMITED"
"EBGNG","GNG Electronics Limited"
"RMDRIP","R M DRIP AND SPRINKLERS SYSTEM"
"BRIGHOTEL","Brigade Hotel Ventures Limited"
"SHREEREF","SHREE REFRIGERATIONS LIMITED"
"SHANTIGOLD","SHANTI GOLD INTERNATIONAL LIMI"
"PATELCHEM","PATEL CHEM SPECIALITIES LIMITE"
"EUROBOND","Euro Panel Products Limited"
"REPONO","REPONO LIMITED"
"UML","Umiya Mobile Limited"
"LAXMIINDIA","LAXMI INDIA FINANCE LIMITED"
"CPPLUS","Aditya Infotech Limited"
"NSDL","National Securities Depository"
"BDI","B. D. Industries (Pune) Limite"
"LOTUSDEV","Sri Lotus Developers and Realt"
"MBEL","M & B ENGINEERING LIMITED"
"TAKYON","TAKYON NETWORKS LIMITED"
"GROWWPOWER","Groww Mutual Fund"
"ESSEX","ESSEX MARINE LIMITED"
"JSLL","Jeena Sikho Lifecare Limited"
"HILINFRA","Highway Infrastructure Limited"
"SBILIQETF","SBI Mutual Fund"
"ALLTIME","ALL TIME PLASTICS LIMITED"
"JSWCEMENT","JSW CEMENT LIMITED"
"KRT","KNOWLEDGE REALTY TRUST"
"STARIMAGIN","STAR IMAGING AND PATH LAB LIMI"
"ICODEX","ICODEX PUBLISHING SOLUTIONS LI"
"BLUESTONE","BlueStone Jewellery and Lifest"
"REGAAL","REGAAL RESOURCES LIMITED"
"LTGILTCASE","Zerodha Mutual Fund"
"PATELRMART","PATEL RETAIL LIMITED"
"VIKRAMSOLR","Vikram Solar Limited"
"LGT","LGT Business Connextions Limit"
"SHREEJISPG","Shreeji Shipping Global Limite"
"GEMAROMA","Gem Aromatics Limited"
"MEIL","MANGAL ELECTRICAL INDUSTRIES L"
"MANUFGBEES","Nippon India Mutual Fund"
"GLOBTIER","Globtier Infotech limited"
"NISMGMT","NIS MANAGEMENT LIMITED"
"VIKRAN","Vikran Engineering Limited"
"AHCL","ANLON HEALTHCARE LIMITED"
"OVAL","OVAL PROJECTS ENGINEERING LIMI"
"CPEDU","Career Point Edutech Limited"
"SUGSLLOYD","SUGS LLOYD LIMITED"
"AMANTA","Amanta Healthcare Limited"
"RACHIT","Rachit Prints Limited"
"GOELCONS","GOEL CONSTRUCTION COMPANY LIMI"
"SHARVAYA","SHARVAYA METALS LIMITED"
"SML100CASE","Zerodha Mutual Fund"
"VASHISHTHA","VASHISHTHA LUXURY FASHION LIMI"
"SHRINGARMS","SHRINGAR HOUSE OF MANGALSUTRA"
"DEVX","Dev Accelerator Limited"
"URBANCO","Urban Company Limited"
"AIRFLOA","AIRFLOA RAIL TECHNOLOGY LIMITE"
"BUILDPRO","Shankara Buildpro Limited"
"LTELEVATOR","L. T. ELEVATOR LIMITED"
"EUROPRATIK","EURO PRATIK SALES LIMITED"
"SAMPAT","SAMPAT ALUMINIUM LIMITED"
"VMSTMT","VMS TMT LIMITED"
"ABCOTS","A B Cotspin India Limited"
"IVALUE","IVALUE INFOSOLUTIONS LIMITED"
"JDCABLES","JD CABLES LIMITED"
"GKENERGY","GK ENERGY LIMITED"
"SAATVIKGL","Saatvik Green Energy Limited"
"ATLANTAELE","Atlanta Electricals Limited"
"GANESHCP","Ganesh Consumer Products Limit"
"APPL","Aptus Pharma Limited"
"ARSSBL","ANAND RATHI SHARE AND STOCK BR"
"TRUECOLORS","TRUE COLORS LIMITED"
"SOLARWORLD","Solarworld Energy Solutions Li"
"STYL","Seshaasai Technologies Limited"
"JARO","Jaro Institute of Technology M"
"BHARATROHAN","BHARATROHAN AIRBORNE INNOVATIO"
"WEALTH","Wealth First Portfolio Manager"
"JAINREC","Jain Resource Recycling Limite"
"PRARUH","PRARUH TECHNOLOGIES LIMITED"
"SOLVEX","Solvex Edibles Limited"
"EPACKPEB","Epack Prefab Technologies Limi"
"SYSTEMATIC","SYSTEMATIC INDUSTRIES LIMITED"
"JUSTO","Justo Realfintech Limited"
"BMWVENTLTD","BMW VENTURES LIMITED"
"TELGE","TELGE PROJECTS LIMITED"
"TRUALT","TRUALT BIOENERGY LIMITED"
"CHTR","Chatterbox Technologies Limite"
"JKIPL","Jinkushal Industries Limited"
"GPAPL","GUJARAT PEANUT AND AGRI PRODUC"
"PACEDIGITK","Pace Digitek Limited"
"BHAVIK","BHAVIK ENTERPRISES LIMITED"
"RDGAIL","RUKMANI DEVI GARG AGRO IMPEX L"
"MPKSTEELS","M P K STEELS (I) LIMITED"
"KVSCASTING","KVS Castings Limited"
"AMEENJI","AMEENJI RUBBER LIMITED"
"GLOTTIS","Glottis Limited"
"FABTECH","Fabtech Technologies Limited"
"OML","OM METALLOGIC LIMITED"
"ADVANCE","Advance Agrolife Limited"
"ZELIO","Zelio E Mobility Limited"
"OMFREIGHT","Om Freight Forwarders Limited"
"SUNSKY","Sunsky Logistics Limited"
"INFINITY","Infinity Infoway Limited"
"ZAPPFRESH","DSM Fresh Foods Limited"
"TMCV","Tata Motors Limited"
"WEWORK","WeWork India Management Limite"
"SKFINDUS","SKF INDIA (INDUSTRIAL) LIMITED"
"TATACAP","Tata Capital Limited"
"MITTALSTL","Mittal Sections Limited"
"LGEINDIA","LG Electronics India Limited"
"WORTHPERI","Worth Peripherals Limited"
"RUBICON","RUBICON RESEARCH LIMITED"
"ANANTAM","Anantam Highways Trust"
"CRAMC","Canara Robeco Asset Management"
"FLEXIADD","DSP Mutual Fund"
"SHLOKKA","SHLOKKA DYES LIMITED"
"CANHLIFE","Canara HSBC Life Insurance Com"
"SKM","SK Minerals & Additives Limite"
"NIFTYCASE","Zerodha Mutual Fund"
"MIDWESTLTD","Midwest Limited"
"TRADEUNO","GAME CHANGERS TEXFAB LIMITED"
"ORKLAINDIA","Orkla India Limited"
"SAFECURE","Safecure Services Limited"
"PIRAMALFIN","Piramal Finance Limited"
"ACCURACY","Accuracy Shipping Limited"
"STUDDS","Studds Accessories Limited"
"LENSKART","Lenskart Solutions Limited"
"CHOICEGOLD","Choice Mutual Fund"
"GROWW","Billionbrains Garage Ventures"
"ENERGY","Mirae Asset Mutual Fund"
"SMALL250","Mirae Asset Mutual Fund"
"PINELABS","Pine Labs Limited"
"SHTL","SHINING TOOLS LIMITED"
"EMMVEE","Emmvee Photovoltaic Power Limi"
"PWL","Physicswallah Limited"
"WORKMATES","WORKMATES CORE2CLOUD SOLUTION"
"MAHALIFE","MAHAMAYA LIFESCIENCES LIMITED"
"TENNIND","Tenneco Clean Air India Limite"
"UTLSOLAR","Fujiyama Power Systems Limited"
"CAPILLARY","Capillary Technologies India L"
"KSR","KSR Footwear Limited"
"EXCELSOFT","Excelsoft Technologies Limited"
"SUDEEPPHRM","Sudeep Pharma Limited"
"SSMD","SSMD AGROTECH INDIA LIMITED"
"KWIL","Kwality Walls (India) Limited"
"KKSILK","K K SILK MILLS LIMITED"
"LOGICIEL","Logiciel Solutions Limited"
"EXATO","EXATO TECHNOLOGIES LIMITED"
"PURPLEWAVE","PURPLE WAVE INFOCOM LIMITED"
"ASTRONMULT","Astron Multigrain Limited"
"RAVEL","Ravelcare Limited"
"CNL","CREATIVE NEWTECH LIMITED"
"MEESHO","Meesho Limited"
"VIDYAWIRES","VIDYA WIRES LIMITED"
"AEQUS","Aequs Limited"
"LUXURY","Luxury Time Limited"
"WOSAL","Western Overseas Study Abroad"
"METHODHUB","Methodhub Software Limited"
"GOLDBND","Bandhan Mutual Fund"
"SILVERBND","Bandhan Mutual Fund"
"RDEL","Riddhi Display Equipments Limi"
"KVTOYS","K. V. TOYS INDIA LIMITED"
"WAKEFIT","Wakefit Innovations Limited"
"PRODOCS","PRODOCS SOLUTIONS LIMITED"
"CORONA","Corona Remedies Limited"
"PARKHOSPS","PARK MEDI WORLD LIMITED"
"SHIPWAVES","Shipwaves Online Limited"
"NEPHROPLUS","Nephrocare Health Services Lim"
"SMALLADD","DSP Mutual Fund"
"MIDCAPADD","DSP Mutual Fund"
"HRS","HRS ALUGLAZE LIMITED"
"PAJSON","Pajson Agro India Limited"
"ICICIAMC","ICICI Prudential Asset Managem"
"TOP20","Mirae Asset Mutual Fund"
"DIVIDEND","Mirae Asset Mutual Fund"
"SIMANDHAR","SIMANDHAR IMPEX LIMITED"
"NEPLOG","NEPTUNE LOGITEK LIMITED"
"KSHINTL","KSH INTERNATIONAL LIMITED"
"GLOBALLOG","Global Ocean Logistics India L"
"GKSL","GUJARAT KIDNEY AND SUPER SPECI"
"NANTA","NANTA TECH LIMITED"
"ADMACH","ADMACH SYSTEMS LIMITED"
"BAIKAKAJI","BAI-KAKAJI POLYMERS LIMITED"
"ATIL","APOLLO TECHNO INDUSTRIES LIMIT"
"TWCGOLDETF","The Wealth Company Mutual Fund"
"MDRC","MODERN DIAGNOSTIC & RESEARCH C"
"NEXT50ADD","DSP Mutual Fund"
"GTIL","Gabion Technologies India Limi"
"YAJUR","YAJUR FIBRES LIMITED"
"DEFRAIL","Defrail Technologies Limited"
"BHARATCOAL","BHARAT COKING COAL LIMITED"
"AMAGI","Amagi Media Labs Limited"
"NARMADESH","Narmadesh Brass Industries Lim"
"INDOSMC","INDO SMC Limited"
"GRERENEW","GRE Renew Enertech Limited"
"ARITAS","Aritas Vinyl Limited"
"DIGILOGIC","DIGILOGIC SYSTEMS LIMITED"
"SHADOWFAX","SHADOWFAX TECHNOLOGIES LIMITED"
"SHAYONAENG","SHAYONA ENGINEERING LIMITED"
"HANNAH","Hannah Joseph Hospital Limited"
"KASTURI","KASTURI METAL COMPOSITE LIMITE"
"KANISHK","KANISHK ALUMINIUM INDIA LIMITE"
"MSAFE","Msafe Equipments Limited"
"AYE","Aye Finance Limited"
"FRACTAL","Fractal Analytics Limited"
"HEALTHCARE","Mirae Asset Mutual Fund"
"DCMSIL","DCM SHRIRAM INTERNATIONAL LIMI"
"DSFCL","DCM SHRIRAM FINE CHEMICALS LIM"
"INFRA","Mirae Asset Mutual Fund"
"DEFENCE","Mirae Asset Mutual Fund"
"FIL","Fractal Industries Limited"
"YASHHTEJ","Yashhtej Industries (India) Li"
"GAUDIUMIVF","Gaudium IVF and Women Health L"
"ACCORDTS","ACCORD TRANSFORMER & SWITCHGEA"
"KIAASA","KIAASA RETAIL LIMITED"
"SRTL","SHREE RAM TWISTEX LIMITED"
"CLEANMAX","Clean Max Enviro Energy Soluti"
"PNGSREVA","PNGS Reva Diamond Jewellery Li"
"OMNI","Omnitech Engineering Limited"
"GROWWHOSPI","Groww Mutual Fund"
"SBIMIDMOM","SBI Mutual Fund"
"SEDEMAC","SEDEMAC MECHATRONICS LIMITED"
"ELFIN","Elfin Agro India Limited"
"BANK10ADD","DSP Mutual Fund"
"KOTYARK","Kotyark Industries Limited"
"RSL","RAJPUTANA STAINLESS LIMITED"
"INNOVISION","Innovision Limited"
"GSPCROP","GSP CROP SCIENCE LIMITED"
"RIIT","Raajmarg Infra Investment Trus"
"NOVUS","Novus Loyalty Limited"
"HSBCGOLD","HSBC Mutual Fund"
"VALUE","Mirae Asset Mutual Fund"
"SPML","SPECIALITY MEDICINES LIMITED"
"CMPDI","Central Mine Planning & Design"
"TIPCO","Tipco Engineering India Limite"
"HIGHNESS","Highness Microelectronics Limi"
"SAIPARENT","Sai Parenteral's Limited"
"AMIRCHAND","Amir Chand Jagdish Kumar (Expo"
"POWERICA","Powerica Ltd."
"SBINMID150","SBI Mutual Fund"
"SCDL","SAFETY CONTROLS & DEVICES LIMI"
"EMIAC","EMIAC TECHNOLOGIES LIMITED"
"ONEPOINT","ONE POINT ONE SOLUTIONS LIMITE"
"OMPOWER","OM POWER TRANSMISSION LIMITED"
"CITIUSINVT","Citius TransNet Investment Tru"
"KISSHT","OnEMI Technology Solutions Lim"
"RECODE","RECODE STUDIOS LIMITED"
"UNITEDPOLY","United Polyfab Gujarat Limited"
"BAGMANE","Bagmane Prime Office REIT"
"GLPL","GOLDLINE PHARMACEUTICAL LIMITE"
"FMCGADD","DSP Mutual Fund"
"ENEXT50","Edelweiss Mutual Fund"
"SBIVALETF","SBI Mutual Fund"
"SBISMLETF","SBI Mutual Fund"
"MWL","Mangalam Worldwide Limited"
"VPAL","Vegorama Punjabi Angithi Limit"
"MSCI360","360 ONE Mutual Fund"
"AFLTD","Autofurnish Limited"
"MANIVENI","M.R.MANIVENI FOODS LIMITED"
"HARIKANTA","HARIKANTA OVERSEAS LIMITED"
"YAASHVI","YAASHVI JEWELLERS LIMITED"
"RFIL","Rajnandini Fashion India Limit"
"AUREATE","AUREATE TRADDE LIMITED"
"SENSEXIETF","ICICI Prudential BSE Sensex ET"
"FELDVR","Future Enterprises Limited"
"JISLDVREQS","JAIN IRRIGATION SYSTEMS LTD."
"GATECHDVR","GACM Technologies Limited - DV"
"KARURVYSYA","KARUR VYSYA BANK LTD."
"VEEDOL","VEEDOL CORPORATION LIMITED"
"AMRUTANJAN","AMRUTANJAN HEALTH CARE LTD."
"XPROINDIA","XPRO INDIA LTD."
"BHARATRAS","BHARAT RASAYAN LTD."
"EASTSILK","EASTERN SILK INDUSTRIES LTD."
"FACT","FERTILIZERS & CHEMICALS TRAVAN"
"GINNIFILA","GINNI FILAMENTS LTD."
"SPIC","SOUTHERN PETROCHEMICALS LTD."
"DENORA","DE NORA INDIA LTD."
"KAVDEFENCE","Kavveri Defence &amp; Wireless"
"SAKSOFT","SAKSOFT LTD."
"SALONA","SALONA COTSPIN LTD."
"EQUIPPP","EQUIPPP SOCIAL IMPACT TECHNOLO"
"ANDHRSUGAR","ANDHRA SUGARS LTD."
"IMPAL","INDIA MOTOR PARTS & ACCESSORIE"
"KCP","K.C.P.LTD."
"KHAITANLTD","KHAITAN (INDIA) LTD."
"RADAAN","RADAAN MEDIAWORKS (I) LTD."
"SUNDARMFIN","SUNDARAM FINANCE LTD."
"SUNDRMBRAK","SUNDARAM BRAKE LININGS LTD."
"WHEELS","WHEELS INDIA LTD."
"LAMBODHARA","LAMBODHARA TEXTILES LTD."
"MAITHANALL","MAITHAN ALLOYS LTD."
"ORISSAMINE","ORISSA MINERALS DEVELOPMENT CO"
"GOLDBEES","NIPPON INDIA ETF GOLD BEES"
"LIQUIDBEES","NIPPON INDIA ETF LIQUID BEES"
"GOLD1","KOTAK MAHINDRA MUTUAL FUND - K"
"SETFGOLD","SBI MUTUAL FUND - SBI GOLD EXC"
"QGOLDHALF","QUANTUM GOLD FUND - EXCHANGE T"
"GOLDBETA","UTI MUTUAL FUND - UTI GOLD EXC"
"NIFTYBEES","NIPPON INDIA ETF NIFTY BEES"
"JUNIORBEES","NIPPON INDIA ETF JUNIOR BEES"
"BANKBEES","NIPPON INDIA ETF BANK BEES"
"PSUBANK","KOTAK MAHINDRA MUTUAL FUND - K"
"PSUBNKBEES","NIPPON INDIA ETF PSU BANK BEES"
"SHARIABEES","NIPPON INDIA ETF SHARIAH BEES"
"QNIFTY","Quantum Nifty 50 ETF"
"HNGSNGBEES","NIPPON INDIA ETF HANG SENG BEE"
"MOM50","MOTILAL OSWAL MUTUAL FUND"
"MADRASFERT","Madras Fertilizer Limited"
"BANKNIFTY1","Kotak Mahindra Mutual Fund - P"
"SETFNIFBK","SBI Mutual Fund-Permitted"
"SETFNIF50","SBI Mutual Fund-Permitted"
"LIQUID1","Kotak Mahindra Mutual Fund - P"
"TATAGOLD","Tata Mutual Fund - Permitted"
"ITBEES","Nippon India Mutual Fund - Per"
"PHARMABEES","Nippon India Mutual Fund - Per"
"LTGILTBEES","Nippon India Mutual Fund - Per"
"MID150BEES","Nippon India Mutual Fund - Per"
"SILVERBEES","Nippon India Mutual Fund - Per"
"MOGOLD","Motilal Oswal Mutual Fund-Perm"
"MOSILVER","Motilal Oswal Mutual Fund-Perm"
"MOSMALL250","Motilal Oswal Mutual Fund-Perm"
"MOCAPITAL","Motilal Oswal Mutual Fund-Perm"
"MOREALTY","Motilal Oswal Mutual Fund-Perm"
"MOMENTUM50","Motilal Oswal Mutual Fund-Perm"
