symbol,sector,as_of_date,bull_run_score,label,label_enc,price_score,sector_flow_score,deal_score,corporate_score,regime_multiplier,ret_30d,ret_90d,ret_365d,vol_ratio,sector_rel_30d,sector_combined_score,rotation_signal_enc,sec_FII_5d,sec_FII_20d,sec_FII_60d,sec_DII_5d,sec_DII_20d,sec_DII_60d,sec_smart_money,sec_retail_score,part_FII_flow,part_DII_flow,part_smart_money,regime_enc,mkt_cap_enc,fund_promoter_pct,fund_fii_pct,fund_dii_pct,shp_promoter_pct,shp_fii_pct,shp_dii_pct,index_count,div_count_12m,has_buyback_12m,has_bonus_12m,corp_confidence,deal_net_cr,ann_score_30d,high_signal_30d,distinct_types_30d,ann_velocity_30d,order_wins_6m,spurt_count_30d,distress_30d,theme_score_max,theme_purity_max,news_sentiment_7d,insider_score,concall_guidance_score,concall_sentiment_score,consensus_score,opm_pct,roce_pct,sales_growth_3y,pe_ratio_log,roe_pct,valuation_label_enc,yoy_revenue_pct,yoy_profit_pct,vs_dma_200,trend_signal_enc,fno_oi_signal_enc,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,forward_return_score,rvol,rs_30d_vs_nifty,delivery_5d_pct,promoter_delta,fii_delta,dii_delta,conviction_signal_enc,ai_tone_score,management_score,management_label_enc,astro_score,kundli_score,kundli_yoga_score,kundli_yoga_count,kundli_dasha_benefic
DIAMINESQ,CHEMICALS,2026-08-17,26.54,NEUTRAL,1,11.65,32.75,50.0,50.0,0.9,-10.82,-14.42,-35.09,0.77,-11.78,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,55.18,0.02,0.04,57.49999999999999,,0.02,,1.0,0.0,0.0,,,450.0,1.0,3.0,0.75,0.0,0.0,0.0,45.61,1.0,,,,,,13.05,3.51,-9.78,3.6208682434973927,8.77,2.0,,,-6.74,0.0,,42.99,1.0,-0.1014,0.0,0.1983,6.82,19.34,0.0,35.0,0.71,-8.05,57.9,0.14,0.0,0.0,1.0,,50.0,1.0,-35.4,20.0,20.0,2.0,0.0
SHARDACROP,CHEMICALS,2026-08-17,26.52,NEUTRAL,1,11.23,32.75,50.0,38.89,0.9,-13.19,-18.77,-18.63,0.422,-14.14,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,1.0,0.7482,0.046,0.0969,74.82,3.11,9.18,,1.0,0.0,0.0,0.5,,650.0,5.0,4.0,0.611,0.0,0.0,0.0,45.61,1.0,,,,,,12.4,5.47,20.22,4.006605647914094,4.31,1.0,,,-16.72,0.0,,40.01,1.0,2.3541,1.0,0.2193,7.12,18.14,0.0,35.3,0.4,-10.42,52.3,0.0,-1.49,-0.51,1.0,,58.0,2.0,-35.4,64.0,36.0,2.0,0.0
SOLARWORLD,INFRASTRUCTURE,2026-08-17,26.5,NEUTRAL,1,15.72,40.08,50.0,50.0,0.9,-27.67,-25.11,,3.136,-23.27,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.6577,0.0124,0.1141,65.77,1.24,11.41,,,,,,,485.0,3.0,5.0,0.727,5.0,0.0,0.0,45.05,1.0,,,,,,,,,,,,,,-29.12,0.0,,40.22,1.0,-0.2641,1.0,0.2866,11.61,13.33,0.0,53.4,2.98,-24.9,60.2,0.1,-0.25,0.21,1.0,,50.0,1.0,-35.4,20.0,0.0,2.0,1.0
CEWATER,INFRASTRUCTURE,2026-08-17,26.49,NEUTRAL,1,15.64,40.08,50.0,50.0,0.9,-13.98,-5.07,-50.15,4.023,-9.58,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,0.0,0.5143,0.0128,0.0725,51.43,1.28,7.249999999999999,,,,,,,735.0,5.0,5.0,0.571,3.0,0.0,0.0,44.77,1.0,,,,,,4.6,0.35,,,-6.97,1.0,,,-19.25,0.0,,58.04,1.0,5.8107,1.0,0.6841,50.0,32.53,1.0,43.8,4.31,-11.21,53.1,0.0,1.02,-3.42,2.0,,44.0,1.0,-35.4,5.0,8.0,1.0,1.0
DAMCAPITAL,FINANCIAL_SERVICES,2026-08-17,26.49,NEUTRAL,1,15.27,38.17,50.0,50.0,0.9,-14.14,-4.16,-34.42,0.836,-12.8,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,1.0,0.4,0.0219,0.0806,40.0,2.19,8.06,,,,,,,615.0,1.0,4.0,0.857,0.0,0.0,0.0,45.05,1.0,,,,,,68.23,60.0,,1.7984040119467235,49.54,3.0,,,-13.54,0.0,,44.48,1.0,-0.1334,0.0,0.3527,10.32,18.31,0.0,57.4,0.89,-11.37,49.9,0.0,0.38,-1.73,1.0,,50.0,1.0,,5.0,8.0,1.0,1.0
WEBELSOLAR,CAPITAL_GOODS,2026-08-17,26.34,NEUTRAL,1,7.11,37.1,50.0,44.44,0.9,-16.64,-19.95,-93.39,2.325,-14.2,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,27.71,4.24,0.02,29.72,5.19,0.02,,,,,1.0,,875.0,6.0,5.0,0.737,0.0,0.0,0.0,49.88,1.0,,,,,,46.11,27.34,57.21,1.269760544863939,28.74,3.0,,,-9.03,0.0,,44.27,1.0,-0.6992,1.0,0.2288,12.2,12.75,0.0,42.1,2.47,-13.87,54.6,2.01,-0.21,-0.29,6.0,,62.0,2.0,-35.4,20.0,10.0,2.0,1.0
MKPL,FMCG,2026-08-17,26.27,NEUTRAL,1,19.2,34.44,50.0,50.0,0.9,-9.27,-19.73,,0.612,-9.26,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,0.0,0.7482,,,74.82,,,,,,,,,345.0,1.0,3.0,0.75,0.0,0.0,0.0,39.69,1.0,,,,,,5.17,9.8,100.0,3.2973172511747633,4.26,2.0,,,-21.11,0.0,,35.28,1.0,-0.0097,0.0,0.0416,7.62,37.79,1.0,29.6,0.75,-6.5,73.0,0.0,0.0,,1.0,,50.0,1.0,-15.7,35.0,46.0,3.0,0.0
TCC,RETAIL,2026-08-17,26.24,NEUTRAL,1,15.2,39.26,50.0,50.0,0.9,-12.5,-31.33,,0.514,-11.47,-15.36,2.0,91411.65,367381.64,963951.85,-807499.57,-3404793.37,-9519794.68,-19.88,38.82,37.62,-37.45,13.18,2,1.0,0.4569,0.0239,0.0226,45.69,2.39,2.26,,,,,,,640.0,3.0,6.0,0.688,0.0,0.0,0.0,45.05,1.0,,,,,,,,,,,,,,,1.0,,26.43,2.0,-2.9229,1.0,0.0713,18.83,16.17,0.0,58.0,0.64,-9.73,60.9,,,,1.0,,50.0,1.0,23.8,69.0,54.0,3.0,0.0
GANESHCP,FMCG,2026-08-17,26.17,NEUTRAL,1,20.78,34.44,50.0,38.89,0.9,-9.99,-16.25,,1.253,-9.98,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,0.0,0.6408,0.0278,0.0563,64.08,2.78,5.63,,1.0,0.0,0.0,0.5,,815.0,6.0,5.0,0.7,0.0,0.0,0.0,39.69,1.0,,,,,,,,,,,,,,-18.44,0.0,,40.98,1.0,-1.3388,0.0,0.0942,12.13,20.83,0.0,66.3,1.31,-7.22,57.3,0.0,-2.58,0.15,1.0,,50.0,1.0,-15.7,20.0,0.0,2.0,0.0
ADSL,IT,2026-08-17,26.14,NEUTRAL,1,18.02,37.5,50.0,38.89,0.9,-8.0,-11.64,-29.42,0.65,-5.88,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,0.0,0.5107,0.0042,,51.07000000000001,0.42,,,1.0,0.0,0.0,0.5,,980.0,6.0,6.0,0.762,0.0,0.0,0.0,45.8,1.0,,,,,49.46,12.4,12.04,23.98,2.637627736805664,6.92,2.0,,,-12.59,0.0,,57.13,1.0,0.794,2.0,0.9056,11.99,23.55,0.0,38.6,0.63,-5.23,49.8,0.0,-0.38,,1.0,,50.0,1.0,19.4,60.0,20.0,3.0,1.0
KELLTONTEC,IT,2026-08-17,26.05,NEUTRAL,1,15.74,37.5,50.0,50.0,0.9,-9.25,-10.15,-46.86,1.037,-7.13,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,0.0,0.3767,0.0104,0.0,37.67,1.04,0.0,,,,,,,630.0,5.0,3.0,0.692,0.0,0.0,0.0,45.8,1.0,,,,,,12.33,13.75,-20.0,1.0152306797290584,7.5,2.0,,,-17.99,0.0,,44.79,1.0,-0.0287,0.0,0.3369,10.77,22.42,0.0,28.4,1.0,-6.48,54.1,0.0,0.0,0.0,1.0,,50.0,1.0,19.4,59.0,44.0,5.0,1.0
SOLEX,CAPITAL_GOODS,2026-08-17,26.02,NEUTRAL,1,15.95,37.1,50.0,50.0,0.9,-20.7,-40.07,,4.314,-18.26,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,0.6615,0.0013,0.0081,66.14999999999999,0.13,0.8099999999999999,,,,,,,679.0,6.0,5.0,0.556,3.0,0.0,0.0,49.88,1.0,,,,,,,,,,,,,,-32.42,0.0,,43.79,1.0,5.1065,2.0,0.4787,15.08,13.55,0.0,66.7,4.25,-17.93,52.7,0.0,-0.12,-0.17,1.0,,50.0,1.0,-35.4,27.0,12.0,1.0,0.0
PRECAM,AUTO,2026-08-17,26.02,NEUTRAL,1,20.07,37.52,50.0,38.89,0.9,-6.03,-13.3,-22.65,0.666,-8.29,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.6537,0.0013,0.0009,65.36999999999999,0.13,0.09,,1.0,0.0,0.0,0.5,,285.0,1.0,3.0,0.375,0.0,0.0,0.0,50.03,1.0,,,0.0,0.0,48.06,5.32,-1.36,1.37,3.7579389900454307,3.73,1.0,,,-9.62,0.0,,48.42,1.0,0.3286,1.0,0.5387,12.2,15.87,0.0,38.6,0.64,-3.26,51.0,0.0,0.0,0.09,1.0,,50.0,1.0,-24.8,-15.0,0.0,0.0,0.0
DEVIT,IT,2026-08-17,25.98,NEUTRAL,1,15.41,37.5,50.0,38.89,0.9,-8.41,-9.5,-37.42,0.23,-6.29,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,0.0,0.4158,0.0033,,41.58,0.33,,,1.0,0.0,0.0,0.5,,262.0,2.0,3.0,0.286,7.0,0.0,0.0,45.8,1.0,,,2.0,1.0,63.61,7.21,8.51,16.14,1.4793292270870801,11.87,3.0,,,-15.05,0.0,,52.68,1.0,-0.029,1.0,0.7021,12.87,15.38,0.0,20.0,0.22,-5.64,70.9,-25.05,0.0,,0.0,,32.0,0.0,19.4,21.0,-15.0,1.0,1.0
AURIONPRO,IT,2026-08-17,25.95,NEUTRAL,1,12.9,37.5,50.0,44.44,0.9,-14.7,-3.75,-44.92,0.504,-12.58,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,1.0,0.2688,0.1629,0.0125,26.88,16.29,1.25,,2.0,0.0,0.0,1.0,,770.0,6.0,3.0,0.733,0.0,0.0,0.0,45.8,1.0,,,,,,22.27,13.4,33.94,3.255014871484074,15.97,3.0,,,-20.14,0.0,,53.74,1.0,5.124,1.0,0.6148,26.13,20.67,0.0,50.5,0.47,-11.93,51.0,0.0,-0.48,0.36,1.0,,50.0,1.0,19.4,53.0,48.0,5.0,1.0
AWFIS,IT,2026-08-17,25.88,NEUTRAL,1,15.06,37.5,50.0,50.0,0.9,-7.66,-15.4,-53.28,0.891,-5.54,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,1.0,0.17,0.2636,0.3953,17.0,26.36,39.53,,,,,,,615.0,4.0,6.0,0.588,0.0,0.0,0.0,45.8,1.0,,,,,,38.37,10.44,51.56,3.035914063186823,8.83,2.0,,,-25.93,0.0,,44.77,1.0,1.0312,2.0,0.4796,9.18,14.14,0.0,77.0,0.86,-4.89,54.7,-0.01,-0.98,-0.03,1.0,,50.0,1.0,19.4,100.0,71.0,4.0,0.0
KITEX,TEXTILES,2026-08-17,25.87,NEUTRAL,1,12.13,38.69,50.0,38.89,0.9,-15.07,-17.82,-27.83,2.776,-13.1,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,1.0,0.5666,0.0088,0.0013,56.66,0.88,0.13,,1.0,0.0,0.0,0.5,,420.0,4.0,3.0,0.375,0.0,0.0,0.0,45.61,1.0,,,,,49.46,23.66,9.15,18.73,2.0554049638515948,15.69,3.0,,,-24.18,0.0,,51.16,1.0,0.8037,1.0,0.589,19.19,18.43,0.0,39.9,2.68,-12.3,50.7,0.0,-0.03,-0.03,1.0,,50.0,1.0,,44.0,31.0,5.0,0.0
UNIENTER,CHEMICALS,2026-08-17,25.86,NEUTRAL,1,10.86,32.75,50.0,38.89,0.9,-12.13,-8.03,-37.62,0.155,-13.08,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,0.7379,0.1582,0.0,73.79,15.82,0.0,,2.0,0.0,0.0,0.5,,235.0,2.0,4.0,0.333,0.0,0.0,0.0,45.61,1.0,,,,,,-10.74,-0.11,61.03,,5.62,1.0,,,-17.04,0.0,,53.48,1.0,0.1802,1.0,0.642,9.15,40.93,1.0,33.1,0.17,-9.36,77.8,0.0,0.11,0.0,1.0,,50.0,1.0,-35.4,5.0,0.0,0.0,0.0
CIFL,FINANCIAL_SERVICES,2026-08-17,25.83,NEUTRAL,1,16.5,38.17,50.0,38.89,0.9,-5.21,-24.97,-38.83,0.252,-3.87,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,0.7259,0.0003,,72.59,0.03,,,1.0,0.0,0.0,0.5,,315.0,1.0,3.0,0.6,0.0,0.0,0.0,41.51,1.0,,,,,,,,,,,,,,-26.16,0.0,,37.98,1.0,0.0492,1.0,0.2529,14.64,20.95,0.0,56.2,0.24,-2.44,70.9,0.0,-0.03,,1.0,,50.0,1.0,,65.0,44.0,5.0,1.0
ELIN,FMCG,2026-08-17,25.81,NEUTRAL,1,17.16,34.44,50.0,50.0,0.9,-6.52,-13.62,-42.91,0.982,-6.51,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,0.0,0.3295,0.0074,0.054,32.95,0.74,5.4,,,,,,,575.0,6.0,4.0,0.889,0.0,0.0,0.0,39.69,1.0,,,,,,4.53,3.59,14.74,4.489534842389167,0.53,1.0,,,-22.04,0.0,,39.19,1.0,-0.2362,1.0,0.2293,12.92,32.57,1.0,72.5,0.99,-3.75,51.7,-0.03,0.06,-0.74,1.0,,50.0,1.0,-15.7,100.0,89.0,5.0,1.0
SERVOTECH,CAPITAL_GOODS,2026-08-17,25.76,NEUTRAL,1,9.08,37.1,50.0,38.89,0.9,-14.84,-11.43,-33.74,0.293,-12.4,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,0.5861,0.0014,0.0,58.60999999999999,0.1399999999999999,0.0,,1.0,0.0,0.0,0.5,,610.0,4.0,5.0,0.588,4.0,0.0,0.0,49.88,1.0,,,,,,9.36,17.07,73.48,4.033709523684745,4.91,1.0,,,-2.88,0.0,,53.07,1.0,-0.8933,1.0,0.442,15.66,18.91,0.0,55.6,0.32,-12.07,54.2,0.0,-0.59,,1.0,,50.0,1.0,-35.4,53.0,35.0,4.0,1.0
JISLJALEQS,CAPITAL_GOODS,2026-08-17,25.72,NEUTRAL,1,14.65,37.1,50.0,50.0,0.9,-10.52,-10.89,-41.45,1.33,-8.08,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,0.2668,0.0391,0.086,26.68,3.91,8.6,,,,,,,540.0,4.0,4.0,0.562,0.0,0.0,0.0,49.88,1.0,,,,,,13.05,6.34,1.67,,-0.09,1.0,,,-20.7,0.0,,64.81,1.0,0.3896,1.0,0.8346,27.66,25.69,1.0,29.3,1.27,-7.75,58.2,0.0,0.71,-0.24,4.0,,56.0,2.0,-35.4,43.0,18.0,1.0,0.0
KPIGREEN,POWER,2026-08-17,25.66,NEUTRAL,1,7.64,36.59,47.09,50.0,0.9,-25.5,-27.94,-39.17,2.325,-20.27,-25.01,2.0,51345.1,186449.76,715087.98,-455211.09,-1796458.89,-6988149.78,-49.04,-16.37,37.62,-37.45,13.18,2,1.0,54.52,,,49.49,8.200000000000001,0.63,,3.0,0.0,0.0,1.5,0.0,860.0,6.0,5.0,0.609,0.0,0.0,0.0,45.05,1.0,,,,,,31.54,6.6,93.04,2.800325477211381,18.58,3.0,,,-26.64,0.0,,41.9,1.0,0.4565,1.0,0.3771,9.14,11.78,0.0,40.1,2.22,-22.73,44.6,0.24,-0.47,-0.01,1.0,,58.0,2.0,-14.2,11.0,15.0,1.0,1.0
HUBTOWN,REALTY,2026-08-17,25.63,NEUTRAL,1,10.47,40.96,50.0,50.0,0.9,-9.6,-13.84,-48.64,0.354,-7.86,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,0.3284,0.014,0.0021,32.84,1.4,0.21,,,,,,,615.0,6.0,4.0,0.643,0.0,0.0,0.0,45.05,1.0,,,,,,65.66,6.5,49.92,3.1432898379116057,19.41,3.0,,,-16.93,0.0,,54.15,1.0,1.8675,1.0,0.7412,16.42,18.09,0.0,49.6,0.34,-6.83,63.5,-2.18,-0.36,-0.01,0.0,,32.0,0.0,-35.4,-25.0,-10.0,2.0,0.0
HGINFRA,INFRASTRUCTURE,2026-08-17,25.55,NEUTRAL,1,18.17,40.08,50.0,38.89,0.9,-7.51,-14.85,-47.34,1.297,-3.11,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.7178,0.0139,0.1066,71.78,1.39,10.66,,1.0,0.0,0.0,0.5,,970.0,6.0,6.0,0.696,0.0,0.0,0.0,45.05,1.0,,,,,,22.94,15.69,25.39,2.206074192613202,9.1,2.0,,,-17.81,0.0,,46.46,1.0,1.1612,1.0,0.5252,8.11,10.61,0.0,38.1,1.27,-4.74,46.4,0.0,-0.53,-0.48,1.0,,50.0,1.0,-35.4,21.0,31.0,3.0,1.0
STANLEY,REALTY,2026-08-17,25.54,NEUTRAL,1,10.76,40.96,50.0,50.0,0.9,-13.75,-12.54,-54.56,1.992,-12.01,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,0.0,0.567,0.0359,0.1581,56.7,3.5900000000000003,15.81,,,,,,,730.0,4.0,5.0,0.565,5.0,0.0,0.0,41.82,1.0,,,,,,20.14,4.51,-10.44,3.4436180975461075,6.86,2.0,,,-19.49,0.0,,52.91,1.0,0.9011,2.0,0.8522,11.29,15.26,0.0,72.9,2.04,-10.98,47.8,0.0,-0.66,-4.46,1.0,,50.0,1.0,-35.4,58.0,38.0,2.0,0.0
BELLACASA,TEXTILES,2026-08-17,25.53,NEUTRAL,1,19.2,38.69,50.0,38.89,0.9,-8.73,-6.88,-44.69,1.892,-6.76,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,0.0,0.5834,0.0,0.0,58.34,0.0,0.0,,1.0,0.0,0.0,0.5,,180.0,1.0,2.0,0.6,0.0,0.0,0.0,45.61,1.0,,,,,,,,,,,,,,-24.35,0.0,,66.16,1.0,4.2076,2.0,1.2269,18.59,18.17,0.0,57.8,1.8,-5.96,70.4,0.0,0.0,,1.0,,50.0,1.0,,-10.0,-10.0,1.0,0.0
HINDWAREAP,REALTY,2026-08-17,25.52,NEUTRAL,1,12.47,40.96,47.09,50.0,0.9,-18.94,-9.41,-37.95,3.246,-17.2,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,0.5274,0.0336,0.0583,52.74,3.36,5.83,,,,,,0.0,485.0,3.0,4.0,0.471,0.0,0.0,0.0,45.05,1.0,,,,,49.46,6.31,2.32,-5.13,,-2.72,1.0,,,-17.51,0.0,,65.34,1.0,1.3258,2.0,0.8298,26.18,27.57,1.0,26.4,3.27,-16.17,63.3,0.0,0.25,0.08,1.0,,50.0,1.0,-35.4,96.0,81.0,5.0,1.0
NATIONSTD,REALTY,2026-08-17,25.51,NEUTRAL,1,10.61,40.96,50.0,50.0,0.9,-67.59,-88.14,,0.221,-65.85,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,,,,,,,,,,,,,,,,,,,,45.05,1.0,,,,,,,,,,,,,,,1.0,,52.27,1.0,11.4832,1.0,0.7447,10.93,20.86,0.0,61.6,0.21,-64.82,100.0,,,,,,,,-35.4,10.0,21.0,4.0,0.0
RKEC,INFRASTRUCTURE,2026-08-17,25.47,NEUTRAL,1,11.15,40.08,50.0,50.0,0.9,-11.49,-27.3,-62.62,3.58,-7.09,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,0.0,0.6651,0.0013,,66.51,0.13,,,,,,,,315.0,2.0,4.0,0.6,1.0,0.0,0.0,44.77,1.0,,,,,,16.85,32.27,22.33,1.269760544863939,6.13,2.0,,,-40.9,0.0,,37.84,1.0,0.0682,1.0,0.1714,29.06,31.16,1.0,74.7,3.35,-8.72,73.5,-0.29,0.02,,1.0,,50.0,1.0,-35.4,53.0,53.0,4.0,0.0
ATAM,CAPITAL_GOODS,2026-08-17,25.42,NEUTRAL,1,12.52,37.1,50.0,38.89,0.9,-11.42,-16.54,-35.45,1.106,-8.98,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,0.0,0.5229,0.0017,0.0101,52.290000000000006,0.1699999999999999,1.01,,1.0,0.0,0.0,0.5,,150.0,1.0,3.0,0.6,0.0,0.0,0.0,49.88,1.0,,,,,,14.63,24.44,-7.16,2.5733752977756086,9.44,2.0,,,-15.21,0.0,,37.7,1.0,-0.3436,0.0,-0.1942,5.74,25.56,1.0,57.8,1.05,-8.65,59.5,-0.15,0.0,0.02,1.0,,50.0,1.0,-35.4,10.0,8.0,3.0,1.0
SPENCERS,RETAIL,2026-08-17,25.35,NEUTRAL,1,11.26,39.26,50.0,50.0,0.9,-10.99,-11.72,-45.98,0.704,-9.96,-15.36,2.0,91411.65,367381.64,963951.85,-807499.57,-3404793.37,-9519794.68,-19.88,38.82,37.62,-37.45,13.18,2,0.0,0.5881,0.0655,0.02,58.81,6.550000000000001,2.0,,,,,,,600.0,5.0,5.0,0.562,0.0,0.0,0.0,39.69,1.0,,,,,,2.88,-14.55,-4.06,,-13.0,1.0,,,-13.48,0.0,,44.38,1.0,-0.1858,0.0,0.2601,10.17,11.97,0.0,35.4,0.69,-8.22,53.2,0.0,0.04,0.0,1.0,,50.0,1.0,23.8,10.0,20.0,4.0,0.0
BALAJEE,CHEMICALS,2026-08-17,25.34,NEUTRAL,1,16.4,32.75,50.0,50.0,0.9,-5.32,-14.06,-47.62,0.41,-6.28,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,0.6542,0.001,0.0048,65.42,0.1,0.48,,,,,,,315.0,1.0,4.0,0.75,0.0,0.0,0.0,45.61,1.0,,,,,,12.74,17.62,-1.19,2.3739750890807185,5.69,2.0,,,-15.63,0.0,,42.27,1.0,0.076,1.0,0.4164,5.41,38.79,1.0,24.9,0.49,-2.55,72.8,0.0,0.09,-0.21,1.0,,50.0,1.0,-35.4,11.0,17.0,3.0,0.0
RSYSTEMS,IT,2026-08-17,25.27,NEUTRAL,1,18.97,37.5,50.0,38.89,0.9,-4.95,-11.98,-48.39,0.245,-2.83,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,1.0,0.5185,0.0376,0.086,51.85,3.88,7.199999999999999,,1.0,0.0,0.0,0.5,,795.0,6.0,4.0,0.444,0.0,0.0,0.0,45.8,1.0,,,,,,16.5,14.36,17.73,2.9338568698359038,8.69,2.0,,,-22.37,0.0,,32.77,1.0,-1.4095,0.0,0.0432,15.74,12.22,0.0,65.6,0.24,-2.18,54.7,0.0,0.12,-1.4,1.0,,58.0,2.0,19.4,7.0,0.0,0.0,1.0
DECCANCE,CEMENT,2026-08-17,25.12,NEUTRAL,1,16.4,39.87,50.0,38.89,0.9,-6.64,-13.06,-47.94,0.257,-2.51,-40.35,2.0,19409.15,68842.83,206992.63,-171862.29,-646305.39,-2052452.19,-35.74,-1.0,37.62,-37.45,13.18,2,0.0,0.5625,0.143,0.0078,56.25,14.3,0.7799999999999999,,1.0,0.0,0.0,0.5,,287.0,1.0,4.0,0.636,0.0,0.0,0.0,44.77,1.0,,,,,,10.44,1.45,-11.92,5.5,0.7,1.0,,,-17.67,0.0,,52.42,1.0,4.1253,2.0,0.7183,9.42,17.76,0.0,67.6,0.26,-3.87,50.6,0.0,1.44,0.0,4.0,,56.0,2.0,-46.0,0.0,0.0,2.0,0.0
INTENTECH,IT,2026-08-17,25.11,NEUTRAL,1,15.43,37.5,47.09,38.89,0.9,-11.97,-21.59,-3.62,0.196,-9.85,-20.1,2.0,97439.9,552245.75,1627962.75,-862756.99,-5156312.52,-16134736.64,-25.16,31.11,37.62,-37.45,13.18,2,0.0,0.0468,0.0689,,4.68,6.890000000000001,,,1.0,0.0,0.0,0.5,0.0,260.0,1.0,3.0,0.5,0.0,0.0,0.0,45.8,1.0,,,,,,12.48,6.43,13.95,2.534490149976828,11.97,3.0,,,,1.0,,47.78,1.0,-0.1019,0.0,0.4837,16.5,21.27,0.0,52.5,0.2,-9.2,66.2,-8.39,-0.07,,0.0,,32.0,0.0,19.4,78.0,79.0,5.0,0.0
