sector_raw,auc_equity_crore,net_inv_equity_crore,date,sector_normalized,source,fortnight_label
"Oil, Gas & Consumable Fuels",456307.0,-5088.0,2023-04-15,ENERGY,CDSL,"April 15, 2023"
Power,153139.0,49.0,2023-04-15,ENERGY,CDSL,"April 15, 2023"
Financial Services,1564726.0,1064.0,2023-04-15,FINANCIAL_SERVICES,CDSL,"April 15, 2023"
Fast Moving Consumer Goods,334006.0,1451.0,2023-04-15,FMCG,CDSL,"April 15, 2023"
Healthcare,229648.0,370.0,2023-04-15,HEALTHCARE,CDSL,"April 15, 2023"
Construction,84916.0,1409.0,2023-04-15,INFRASTRUCTURE,CDSL,"April 15, 2023"
Utilities,572.0,-1.0,2023-04-15,INFRASTRUCTURE,CDSL,"April 15, 2023"
Information Technology,483647.0,-2131.0,2023-04-15,IT,CDSL,"April 15, 2023"
"Media, Entertainment & Publication",17432.0,-163.0,2023-04-15,MEDIA,CDSL,"April 15, 2023"
Metals & Mining,138941.0,935.0,2023-04-15,METAL,CDSL,"April 15, 2023"
Realty,55961.0,-326.0,2023-04-15,REALTY,CDSL,"April 15, 2023"
Consumer Services,106507.0,336.0,2023-04-15,SERVICES,CDSL,"April 15, 2023"
Services,79280.0,557.0,2023-04-15,SERVICES,CDSL,"April 15, 2023"
Telecommunication,113828.0,-276.0,2023-04-15,TELECOM,CDSL,"April 15, 2023"
Textiles,15919.0,-232.0,2023-04-15,TEXTILES,CDSL,"April 15, 2023"
Automobile and Auto Components,274514.0,1987.0,2023-04-30,AUTO,CDSL,"April 30, 2023"
Capital Goods,145019.0,1613.0,2023-04-30,CAPITAL_GOODS,CDSL,"April 30, 2023"
Consumer Durables,153231.0,-177.0,2023-04-30,CAPITAL_GOODS,CDSL,"April 30, 2023"
Construction Materials,83464.0,452.0,2023-04-30,CEMENT,CDSL,"April 30, 2023"
Chemicals,100399.0,412.0,2023-04-30,CHEMICALS,CDSL,"April 30, 2023"
Forest Materials,2028.0,30.0,2023-04-30,COMMODITIES,CDSL,"April 30, 2023"
Diversified,2987.0,45.0,2023-04-30,DIVERSIFIED,CDSL,"April 30, 2023"
Others,10518.0,538.0,2023-04-30,DIVERSIFIED,CDSL,"April 30, 2023"
"Oil, Gas & Consumable Fuels",470227.0,372.0,2023-04-30,ENERGY,CDSL,"April 30, 2023"
Power,156898.0,439.0,2023-04-30,ENERGY,CDSL,"April 30, 2023"
Financial Services,1595764.0,7690.0,2023-04-30,FINANCIAL_SERVICES,CDSL,"April 30, 2023"
Fast Moving Consumer Goods,343937.0,1150.0,2023-04-30,FMCG,CDSL,"April 30, 2023"
Healthcare,232435.0,271.0,2023-04-30,HEALTHCARE,CDSL,"April 30, 2023"
Construction,89669.0,607.0,2023-04-30,INFRASTRUCTURE,CDSL,"April 30, 2023"
Utilities,612.0,-21.0,2023-04-30,INFRASTRUCTURE,CDSL,"April 30, 2023"
Information Technology,462248.0,-4908.0,2023-04-30,IT,CDSL,"April 30, 2023"
"Media, Entertainment & Publication",16792.0,-219.0,2023-04-30,MEDIA,CDSL,"April 30, 2023"
Metals & Mining,142877.0,1420.0,2023-04-30,METAL,CDSL,"April 30, 2023"
Realty,58247.0,-216.0,2023-04-30,REALTY,CDSL,"April 30, 2023"
Consumer Services,110577.0,100.0,2023-04-30,SERVICES,CDSL,"April 30, 2023"
Services,82099.0,105.0,2023-04-30,SERVICES,CDSL,"April 30, 2023"
Telecommunication,119202.0,-10.0,2023-04-30,TELECOM,CDSL,"April 30, 2023"
Textiles,17028.0,-51.0,2023-04-30,TEXTILES,CDSL,"April 30, 2023"
Automobile and Auto Components,296814.0,5433.0,2023-05-15,AUTO,NSDL,"May 15, 2023"
Capital Goods,153117.0,2358.0,2023-05-15,CAPITAL_GOODS,NSDL,"May 15, 2023"
Consumer Durables,161680.0,45.0,2023-05-15,CAPITAL_GOODS,NSDL,"May 15, 2023"
Construction Materials,85809.0,832.0,2023-05-15,CEMENT,NSDL,"May 15, 2023"
Chemicals,99955.0,874.0,2023-05-15,CHEMICALS,NSDL,"May 15, 2023"
Forest Materials,2180.0,13.0,2023-05-15,COMMODITIES,NSDL,"May 15, 2023"
Diversified,3097.0,12.0,2023-05-15,DIVERSIFIED,NSDL,"May 15, 2023"
Others,10803.0,990.0,2023-05-15,DIVERSIFIED,NSDL,"May 15, 2023"
"Oil, Gas & Consumable Fuels",480895.0,3255.0,2023-05-15,ENERGY,NSDL,"May 15, 2023"
Power,152669.0,229.0,2023-05-15,ENERGY,NSDL,"May 15, 2023"
Financial Services,1640061.0,11662.0,2023-05-15,FINANCIAL_SERVICES,NSDL,"May 15, 2023"
Fast Moving Consumer Goods,359793.0,2466.0,2023-05-15,FMCG,NSDL,"May 15, 2023"
Healthcare,238328.0,1908.0,2023-05-15,HEALTHCARE,NSDL,"May 15, 2023"
Construction,85575.0,136.0,2023-05-15,INFRASTRUCTURE,NSDL,"May 15, 2023"
Utilities,667.0,-6.0,2023-05-15,INFRASTRUCTURE,NSDL,"May 15, 2023"
Information Technology,469808.0,-6055.0,2023-05-15,IT,NSDL,"May 15, 2023"
"Media, Entertainment & Publication",16377.0,-488.0,2023-05-15,MEDIA,NSDL,"May 15, 2023"
Metals & Mining,140598.0,1068.0,2023-05-15,METAL,NSDL,"May 15, 2023"
Realty,62413.0,447.0,2023-05-15,REALTY,NSDL,"May 15, 2023"
Consumer Services,114962.0,866.0,2023-05-15,SERVICES,NSDL,"May 15, 2023"
Services,86322.0,930.0,2023-05-15,SERVICES,NSDL,"May 15, 2023"
Telecommunication,119241.0,592.0,2023-05-15,TELECOM,NSDL,"May 15, 2023"
Textiles,17554.0,37.0,2023-05-15,TEXTILES,NSDL,"May 15, 2023"
Automobile and Auto Components,306665.0,8702.0,2023-05-31,AUTO,NSDL,"May 31, 2023"
Capital Goods,160343.0,2505.0,2023-05-31,CAPITAL_GOODS,NSDL,"May 31, 2023"
Consumer Durables,166522.0,1064.0,2023-05-31,CAPITAL_GOODS,NSDL,"May 31, 2023"
Construction Materials,88096.0,1353.0,2023-05-31,CEMENT,NSDL,"May 31, 2023"
Chemicals,101104.0,1074.0,2023-05-31,CHEMICALS,NSDL,"May 31, 2023"
Forest Materials,2044.0,2.0,2023-05-31,COMMODITIES,NSDL,"May 31, 2023"
Diversified,3202.0,-22.0,2023-05-31,DIVERSIFIED,NSDL,"May 31, 2023"
Others,11277.0,1095.0,2023-05-31,DIVERSIFIED,NSDL,"May 31, 2023"
"Oil, Gas & Consumable Fuels",476503.0,2729.0,2023-05-31,ENERGY,NSDL,"May 31, 2023"
Power,152006.0,-656.0,2023-05-31,ENERGY,NSDL,"May 31, 2023"
Financial Services,1646306.0,17671.0,2023-05-31,FINANCIAL_SERVICES,NSDL,"May 31, 2023"
Fast Moving Consumer Goods,370221.0,3235.0,2023-05-31,FMCG,NSDL,"May 31, 2023"
Healthcare,245375.0,2869.0,2023-05-31,HEALTHCARE,NSDL,"May 31, 2023"
Construction,84330.0,-344.0,2023-05-31,INFRASTRUCTURE,NSDL,"May 31, 2023"
Utilities,707.0,7.0,2023-05-31,INFRASTRUCTURE,NSDL,"May 31, 2023"
Information Technology,487869.0,-891.0,2023-05-31,IT,NSDL,"May 31, 2023"
"Media, Entertainment & Publication",16096.0,-719.0,2023-05-31,MEDIA,NSDL,"May 31, 2023"
Metals & Mining,150237.0,-619.0,2023-05-31,METAL,NSDL,"May 31, 2023"
Realty,58352.0,838.0,2023-05-31,REALTY,NSDL,"May 31, 2023"
Consumer Services,120637.0,2865.0,2023-05-31,SERVICES,NSDL,"May 31, 2023"
Services,87557.0,377.0,2023-05-31,SERVICES,NSDL,"May 31, 2023"
Telecommunication,127474.0,784.0,2023-05-31,TELECOM,NSDL,"May 31, 2023"
Textiles,16706.0,-80.0,2023-05-31,TEXTILES,NSDL,"May 31, 2023"
Automobile and Auto Components,317930.0,7076.0,2023-06-15,AUTO,CDSL,"June 15, 2023"
Capital Goods,175464.0,4812.0,2023-06-15,CAPITAL_GOODS,CDSL,"June 15, 2023"
Consumer Durables,174646.0,3017.0,2023-06-15,CAPITAL_GOODS,CDSL,"June 15, 2023"
Construction Materials,93925.0,1815.0,2023-06-15,CEMENT,CDSL,"June 15, 2023"
Chemicals,100867.0,-454.0,2023-06-15,CHEMICALS,CDSL,"June 15, 2023"
Forest Materials,1995.0,-19.0,2023-06-15,COMMODITIES,CDSL,"June 15, 2023"
Diversified,3420.0,12.0,2023-06-15,DIVERSIFIED,CDSL,"June 15, 2023"
Others,23392.0,647.0,2023-06-15,DIVERSIFIED,CDSL,"June 15, 2023"
"Oil, Gas & Consumable Fuels",487424.0,-509.0,2023-06-15,ENERGY,CDSL,"June 15, 2023"
Power,158417.0,-1447.0,2023-06-15,ENERGY,CDSL,"June 15, 2023"
Financial Services,1643927.0,14812.0,2023-06-15,FINANCIAL_SERVICES,CDSL,"June 15, 2023"
Fast Moving Consumer Goods,360501.0,2381.0,2023-06-15,FMCG,CDSL,"June 15, 2023"
Healthcare,261029.0,2145.0,2023-06-15,HEALTHCARE,CDSL,"June 15, 2023"
Construction,91310.0,1409.0,2023-06-15,INFRASTRUCTURE,CDSL,"June 15, 2023"
Utilities,744.0,-3.0,2023-06-15,INFRASTRUCTURE,CDSL,"June 15, 2023"
Information Technology,476913.0,-3885.0,2023-06-15,IT,CDSL,"June 15, 2023"
"Media, Entertainment & Publication",15982.0,-604.0,2023-06-15,MEDIA,CDSL,"June 15, 2023"
Metals & Mining,153785.0,-3185.0,2023-06-15,METAL,CDSL,"June 15, 2023"
Realty,69694.0,998.0,2023-06-15,REALTY,CDSL,"June 15, 2023"
Consumer Services,129140.0,3569.0,2023-06-15,SERVICES,CDSL,"June 15, 2023"
Services,89825.0,-679.0,2023-06-15,SERVICES,CDSL,"June 15, 2023"
Telecommunication,127033.0,529.0,2023-06-15,TELECOM,CDSL,"June 15, 2023"
Textiles,17093.0,-216.0,2023-06-15,TEXTILES,CDSL,"June 15, 2023"
Automobile and Auto Components,332454.0,6129.0,2023-06-30,AUTO,CDSL,"June 30, 2023"
Capital Goods,181174.0,5826.0,2023-06-30,CAPITAL_GOODS,CDSL,"June 30, 2023"
Consumer Durables,179011.0,4089.0,2023-06-30,CAPITAL_GOODS,CDSL,"June 30, 2023"
Construction Materials,92153.0,1851.0,2023-06-30,CEMENT,CDSL,"June 30, 2023"
Chemicals,101059.0,-253.0,2023-06-30,CHEMICALS,CDSL,"June 30, 2023"
Forest Materials,2042.0,-15.0,2023-06-30,COMMODITIES,CDSL,"June 30, 2023"
Diversified,3452.0,13.0,2023-06-30,DIVERSIFIED,CDSL,"June 30, 2023"
Others,12325.0,633.0,2023-06-30,DIVERSIFIED,CDSL,"June 30, 2023"
"Oil, Gas & Consumable Fuels",486943.0,-173.0,2023-06-30,ENERGY,CDSL,"June 30, 2023"
Power,162339.0,2655.0,2023-06-30,ENERGY,CDSL,"June 30, 2023"
Financial Services,1733987.0,18704.0,2023-06-30,FINANCIAL_SERVICES,CDSL,"June 30, 2023"
Fast Moving Consumer Goods,379879.0,2216.0,2023-06-30,FMCG,CDSL,"June 30, 2023"
Healthcare,270487.0,2021.0,2023-06-30,HEALTHCARE,CDSL,"June 30, 2023"
Construction,96781.0,2988.0,2023-06-30,INFRASTRUCTURE,CDSL,"June 30, 2023"
Utilities,837.0,16.0,2023-06-30,INFRASTRUCTURE,CDSL,"June 30, 2023"
Information Technology,488869.0,-3577.0,2023-06-30,IT,CDSL,"June 30, 2023"
"Media, Entertainment & Publication",15651.0,-299.0,2023-06-30,MEDIA,CDSL,"June 30, 2023"
Metals & Mining,156185.0,1753.0,2023-06-30,METAL,CDSL,"June 30, 2023"
Realty,70561.0,750.0,2023-06-30,REALTY,CDSL,"June 30, 2023"
Consumer Services,131039.0,2289.0,2023-06-30,SERVICES,CDSL,"June 30, 2023"
Services,90710.0,-1353.0,2023-06-30,SERVICES,CDSL,"June 30, 2023"
Telecommunication,133602.0,1026.0,2023-06-30,TELECOM,CDSL,"June 30, 2023"
Textiles,17038.0,-141.0,2023-06-30,TEXTILES,CDSL,"June 30, 2023"
Automobile and Auto Components,346220.0,636.0,2023-08-31,AUTO,CDSL,"August 31, 2023"
Capital Goods,222460.0,8336.0,2023-08-31,CAPITAL_GOODS,CDSL,"August 31, 2023"
Consumer Durables,188072.0,720.0,2023-08-31,CAPITAL_GOODS,CDSL,"August 31, 2023"
Construction Materials,93610.0,386.0,2023-08-31,CEMENT,CDSL,"August 31, 2023"
Chemicals,99100.0,-180.0,2023-08-31,CHEMICALS,CDSL,"August 31, 2023"
Forest Materials,2247.0,38.0,2023-08-31,COMMODITIES,CDSL,"August 31, 2023"
Diversified,3692.0,29.0,2023-08-31,DIVERSIFIED,CDSL,"August 31, 2023"
Others,13272.0,1127.0,2023-08-31,DIVERSIFIED,CDSL,"August 31, 2023"
"Oil, Gas & Consumable Fuels",468400.0,-2228.0,2023-08-31,ENERGY,CDSL,"August 31, 2023"
Power,187379.0,11563.0,2023-08-31,ENERGY,CDSL,"August 31, 2023"
Financial Services,1753402.0,-6493.0,2023-08-31,FINANCIAL_SERVICES,CDSL,"August 31, 2023"
Fast Moving Consumer Goods,376836.0,-2612.0,2023-08-31,FMCG,CDSL,"August 31, 2023"
Healthcare,290022.0,1439.0,2023-08-31,HEALTHCARE,CDSL,"August 31, 2023"
Construction,110354.0,750.0,2023-08-31,INFRASTRUCTURE,CDSL,"August 31, 2023"
Utilities,859.0,-12.0,2023-08-31,INFRASTRUCTURE,CDSL,"August 31, 2023"
Information Technology,520205.0,4088.0,2023-08-31,IT,CDSL,"August 31, 2023"
"Media, Entertainment & Publication",21230.0,447.0,2023-08-31,MEDIA,CDSL,"August 31, 2023"
Metals & Mining,159358.0,-6953.0,2023-08-31,METAL,CDSL,"August 31, 2023"
Realty,76449.0,588.0,2023-08-31,REALTY,CDSL,"August 31, 2023"
Consumer Services,145467.0,2035.0,2023-08-31,SERVICES,CDSL,"August 31, 2023"
Services,95095.0,-721.0,2023-08-31,SERVICES,CDSL,"August 31, 2023"
Telecommunication,135343.0,-1018.0,2023-08-31,TELECOM,CDSL,"August 31, 2023"
Textiles,19278.0,297.0,2023-08-31,TEXTILES,CDSL,"August 31, 2023"
Automobile and Auto Components,360348.0,-126.0,2023-09-15,AUTO,CDSL,"September 15, 2023"
Capital Goods,226656.0,9447.0,2023-09-15,CAPITAL_GOODS,CDSL,"September 15, 2023"
Consumer Durables,190558.0,582.0,2023-09-15,CAPITAL_GOODS,CDSL,"September 15, 2023"
Construction Materials,98773.0,-586.0,2023-09-15,CEMENT,CDSL,"September 15, 2023"
Chemicals,99683.0,-458.0,2023-09-15,CHEMICALS,CDSL,"September 15, 2023"
Forest Materials,2532.0,105.0,2023-09-15,COMMODITIES,CDSL,"September 15, 2023"
Diversified,3825.0,9.0,2023-09-15,DIVERSIFIED,CDSL,"September 15, 2023"
Others,16378.0,2195.0,2023-09-15,DIVERSIFIED,CDSL,"September 15, 2023"
"Oil, Gas & Consumable Fuels",480491.0,-4466.0,2023-09-15,ENERGY,CDSL,"September 15, 2023"
Power,184077.0,5204.0,2023-09-15,ENERGY,CDSL,"September 15, 2023"
Financial Services,1839101.0,1738.0,2023-09-15,FINANCIAL_SERVICES,CDSL,"September 15, 2023"
Fast Moving Consumer Goods,381633.0,-1241.0,2023-09-15,FMCG,CDSL,"September 15, 2023"
Healthcare,295769.0,776.0,2023-09-15,HEALTHCARE,CDSL,"September 15, 2023"
Construction,118580.0,1028.0,2023-09-15,INFRASTRUCTURE,CDSL,"September 15, 2023"
Utilities,793.0,-32.0,2023-09-15,INFRASTRUCTURE,CDSL,"September 15, 2023"
Information Technology,555824.0,5155.0,2023-09-15,IT,CDSL,"September 15, 2023"
"Media, Entertainment & Publication",21324.0,-46.0,2023-09-15,MEDIA,CDSL,"September 15, 2023"
Metals & Mining,164687.0,-10486.0,2023-09-15,METAL,CDSL,"September 15, 2023"
Realty,81577.0,1135.0,2023-09-15,REALTY,CDSL,"September 15, 2023"
Consumer Services,151968.0,3682.0,2023-09-15,SERVICES,CDSL,"September 15, 2023"
Services,93819.0,-4347.0,2023-09-15,SERVICES,CDSL,"September 15, 2023"
Telecommunication,146164.0,-2396.0,2023-09-15,TELECOM,CDSL,"September 15, 2023"
Textiles,19323.0,-113.0,2023-09-15,TEXTILES,CDSL,"September 15, 2023"
Automobile and Auto Components,356446.0,635.0,2023-09-30,AUTO,CDSL,"September 30, 2023"
Capital Goods,224743.0,5100.0,2023-09-30,CAPITAL_GOODS,CDSL,"September 30, 2023"
Consumer Durables,186907.0,115.0,2023-09-30,CAPITAL_GOODS,CDSL,"September 30, 2023"
Construction Materials,94657.0,-1293.0,2023-09-30,CEMENT,CDSL,"September 30, 2023"
Chemicals,95978.0,-914.0,2023-09-30,CHEMICALS,CDSL,"September 30, 2023"
Forest Materials,2607.0,115.0,2023-09-30,COMMODITIES,CDSL,"September 30, 2023"
Diversified,3853.0,-54.0,2023-09-30,DIVERSIFIED,CDSL,"September 30, 2023"
Others,16233.0,1448.0,2023-09-30,DIVERSIFIED,CDSL,"September 30, 2023"
"Oil, Gas & Consumable Fuels",461509.0,-5231.0,2023-09-30,ENERGY,CDSL,"September 30, 2023"
Power,195336.0,-9731.0,2023-09-30,ENERGY,CDSL,"September 30, 2023"
Financial Services,1774155.0,2861.0,2023-09-30,FINANCIAL_SERVICES,CDSL,"September 30, 2023"
Fast Moving Consumer Goods,378489.0,-1791.0,2023-09-30,FMCG,CDSL,"September 30, 2023"
Healthcare,296757.0,277.0,2023-09-30,HEALTHCARE,CDSL,"September 30, 2023"
Construction,119216.0,-2097.0,2023-09-30,INFRASTRUCTURE,CDSL,"September 30, 2023"
Utilities,886.0,42.0,2023-09-30,INFRASTRUCTURE,CDSL,"September 30, 2023"
Information Technology,533829.0,1886.0,2023-09-30,IT,CDSL,"September 30, 2023"
"Media, Entertainment & Publication",20687.0,-399.0,2023-09-30,MEDIA,CDSL,"September 30, 2023"
Metals & Mining,159296.0,-5056.0,2023-09-30,METAL,CDSL,"September 30, 2023"
Realty,80489.0,763.0,2023-09-30,REALTY,CDSL,"September 30, 2023"
Consumer Services,150100.0,3428.0,2023-09-30,SERVICES,CDSL,"September 30, 2023"
Services,91973.0,-4401.0,2023-09-30,SERVICES,CDSL,"September 30, 2023"
Telecommunication,145857.0,-469.0,2023-09-30,TELECOM,CDSL,"September 30, 2023"
Textiles,18652.0,2.0,2023-09-30,TEXTILES,CDSL,"September 30, 2023"
Automobile and Auto Components,360339.0,978.0,2023-10-15,AUTO,CDSL,"October 15, 2023"
Capital Goods,226915.0,1570.0,2023-10-15,CAPITAL_GOODS,CDSL,"October 15, 2023"
Consumer Durables,189289.0,-804.0,2023-10-15,CAPITAL_GOODS,CDSL,"October 15, 2023"
Construction Materials,96898.0,30.0,2023-10-15,CEMENT,CDSL,"October 15, 2023"
Chemicals,96546.0,-586.0,2023-10-15,CHEMICALS,CDSL,"October 15, 2023"
Forest Materials,2724.0,94.0,2023-10-15,COMMODITIES,CDSL,"October 15, 2023"
Diversified,4074.0,-125.0,2023-10-15,DIVERSIFIED,CDSL,"October 15, 2023"
Others,14470.0,1334.0,2023-10-15,DIVERSIFIED,CDSL,"October 15, 2023"
"Oil, Gas & Consumable Fuels",461229.0,-3982.0,2023-10-15,ENERGY,CDSL,"October 15, 2023"
Power,188249.0,-7647.0,2023-10-15,ENERGY,CDSL,"October 15, 2023"
Financial Services,1775480.0,-4780.0,2023-10-15,FINANCIAL_SERVICES,CDSL,"October 15, 2023"
Fast Moving Consumer Goods,383321.0,-2323.0,2023-10-15,FMCG,CDSL,"October 15, 2023"
Healthcare,294723.0,-277.0,2023-10-15,HEALTHCARE,CDSL,"October 15, 2023"
Construction,121865.0,-4067.0,2023-10-15,INFRASTRUCTURE,CDSL,"October 15, 2023"
Utilities,889.0,50.0,2023-10-15,INFRASTRUCTURE,CDSL,"October 15, 2023"
Information Technology,534828.0,-1091.0,2023-10-15,IT,CDSL,"October 15, 2023"
"Media, Entertainment & Publication",20772.0,-361.0,2023-10-15,MEDIA,CDSL,"October 15, 2023"
Metals & Mining,157902.0,-810.0,2023-10-15,METAL,CDSL,"October 15, 2023"
Realty,85510.0,74.0,2023-10-15,REALTY,CDSL,"October 15, 2023"
Consumer Services,153860.0,773.0,2023-10-15,SERVICES,CDSL,"October 15, 2023"
Services,94010.0,-424.0,2023-10-15,SERVICES,CDSL,"October 15, 2023"
Telecommunication,150525.0,2490.0,2023-10-15,TELECOM,CDSL,"October 15, 2023"
Textiles,19068.0,101.0,2023-10-15,TEXTILES,CDSL,"October 15, 2023"
Automobile and Auto Components,348871.0,-606.0,2023-10-31,AUTO,CDSL,"October 31, 2023"
Capital Goods,219719.0,857.0,2023-10-31,CAPITAL_GOODS,CDSL,"October 31, 2023"
Consumer Durables,181013.0,-1362.0,2023-10-31,CAPITAL_GOODS,CDSL,"October 31, 2023"
Construction Materials,94617.0,397.0,2023-10-31,CEMENT,CDSL,"October 31, 2023"
Chemicals,91842.0,-745.0,2023-10-31,CHEMICALS,CDSL,"October 31, 2023"
Forest Materials,2565.0,29.0,2023-10-31,COMMODITIES,CDSL,"October 31, 2023"
Diversified,3788.0,-104.0,2023-10-31,DIVERSIFIED,CDSL,"October 31, 2023"
Others,15043.0,5098.0,2023-10-31,DIVERSIFIED,CDSL,"October 31, 2023"
"Oil, Gas & Consumable Fuels",445116.0,-3013.0,2023-10-31,ENERGY,CDSL,"October 31, 2023"
Power,185421.0,-2869.0,2023-10-31,ENERGY,CDSL,"October 31, 2023"
Financial Services,1714522.0,-11804.0,2023-10-31,FINANCIAL_SERVICES,CDSL,"October 31, 2023"
Fast Moving Consumer Goods,373611.0,-2792.0,2023-10-31,FMCG,CDSL,"October 31, 2023"
Healthcare,282862.0,-1081.0,2023-10-31,HEALTHCARE,CDSL,"October 31, 2023"
Construction,113697.0,-2750.0,2023-10-31,INFRASTRUCTURE,CDSL,"October 31, 2023"
Utilities,868.0,-63.0,2023-10-31,INFRASTRUCTURE,CDSL,"October 31, 2023"
Information Technology,513289.0,-3262.0,2023-10-31,IT,CDSL,"October 31, 2023"
"Media, Entertainment & Publication",19632.0,-622.0,2023-10-31,MEDIA,CDSL,"October 31, 2023"
Metals & Mining,149208.0,-358.0,2023-10-31,METAL,CDSL,"October 31, 2023"
Realty,83649.0,-496.0,2023-10-31,REALTY,CDSL,"October 31, 2023"
Consumer Services,147430.0,-185.0,2023-10-31,SERVICES,CDSL,"October 31, 2023"
Services,88260.0,-769.0,2023-10-31,SERVICES,CDSL,"October 31, 2023"
Telecommunication,143209.0,1768.0,2023-10-31,TELECOM,CDSL,"October 31, 2023"
Textiles,19034.0,184.0,2023-10-31,TEXTILES,CDSL,"October 31, 2023"
Automobile and Auto Components,438942.0,6700.0,2024-03-15,AUTO,CDSL,"March 15, 2024"
Capital Goods,284568.0,5823.0,2024-03-15,CAPITAL_GOODS,CDSL,"March 15, 2024"
Consumer Durables,193147.0,764.0,2024-03-15,CAPITAL_GOODS,CDSL,"March 15, 2024"
Construction Materials,112688.0,-50.0,2024-03-15,CEMENT,CDSL,"March 15, 2024"
Chemicals,96548.0,44.0,2024-03-15,CHEMICALS,CDSL,"March 15, 2024"
Forest Materials,2637.0,-35.0,2024-03-15,COMMODITIES,CDSL,"March 15, 2024"
Diversified,3907.0,2.0,2024-03-15,DIVERSIFIED,CDSL,"March 15, 2024"
Others,20822.0,1095.0,2024-03-15,DIVERSIFIED,CDSL,"March 15, 2024"
"Oil, Gas & Consumable Fuels",579763.0,-5688.0,2024-03-15,ENERGY,CDSL,"March 15, 2024"
Power,272974.0,1676.0,2024-03-15,ENERGY,CDSL,"March 15, 2024"
Financial Services,1829059.0,2924.0,2024-03-15,FINANCIAL_SERVICES,CDSL,"March 15, 2024"
Fast Moving Consumer Goods,411273.0,9719.0,2024-03-15,FMCG,CDSL,"March 15, 2024"
Healthcare,361725.0,-590.0,2024-03-15,HEALTHCARE,CDSL,"March 15, 2024"
Construction,137120.0,390.0,2024-03-15,INFRASTRUCTURE,CDSL,"March 15, 2024"
Utilities,1102.0,-7.0,2024-03-15,INFRASTRUCTURE,CDSL,"March 15, 2024"
Information Technology,644912.0,-2147.0,2024-03-15,IT,CDSL,"March 15, 2024"
"Media, Entertainment & Publication",12261.0,-521.0,2024-03-15,MEDIA,CDSL,"March 15, 2024"
Metals & Mining,184179.0,666.0,2024-03-15,METAL,CDSL,"March 15, 2024"
Realty,120817.0,4889.0,2024-03-15,REALTY,CDSL,"March 15, 2024"
Consumer Services,218516.0,8614.0,2024-03-15,SERVICES,CDSL,"March 15, 2024"
Services,129363.0,6233.0,2024-03-15,SERVICES,CDSL,"March 15, 2024"
Telecommunication,197678.0,6481.0,2024-03-15,TELECOM,CDSL,"March 15, 2024"
Textiles,18667.0,184.0,2024-03-15,TEXTILES,CDSL,"March 15, 2024"
Automobile and Auto Components,513478.0,-1266.0,2024-05-15,AUTO,NSDL,"May 15, 2024"
Capital Goods,349516.0,2784.0,2024-05-15,CAPITAL_GOODS,NSDL,"May 15, 2024"
Consumer Durables,192396.0,-770.0,2024-05-15,CAPITAL_GOODS,NSDL,"May 15, 2024"
Construction Materials,112149.0,-1026.0,2024-05-15,CEMENT,NSDL,"May 15, 2024"
Chemicals,101643.0,309.0,2024-05-15,CHEMICALS,NSDL,"May 15, 2024"
Forest Materials,3136.0,92.0,2024-05-15,COMMODITIES,NSDL,"May 15, 2024"
Diversified,5888.0,96.0,2024-05-15,DIVERSIFIED,NSDL,"May 15, 2024"
Others,31993.0,1528.0,2024-05-15,DIVERSIFIED,NSDL,"May 15, 2024"
"Oil, Gas & Consumable Fuels",584631.0,-4251.0,2024-05-15,ENERGY,NSDL,"May 15, 2024"
Power,307533.0,-1626.0,2024-05-15,ENERGY,NSDL,"May 15, 2024"
Financial Services,1846342.0,-22237.0,2024-05-15,FINANCIAL_SERVICES,NSDL,"May 15, 2024"
Fast Moving Consumer Goods,403890.0,-4721.0,2024-05-15,FMCG,NSDL,"May 15, 2024"
Healthcare,374931.0,-596.0,2024-05-15,HEALTHCARE,NSDL,"May 15, 2024"
Construction,134689.0,-4358.0,2024-05-15,INFRASTRUCTURE,NSDL,"May 15, 2024"
Utilities,1773.0,3.0,2024-05-15,INFRASTRUCTURE,NSDL,"May 15, 2024"
Information Technology,557013.0,-10489.0,2024-05-15,IT,NSDL,"May 15, 2024"
"Media, Entertainment & Publication",12089.0,14.0,2024-05-15,MEDIA,NSDL,"May 15, 2024"
Metals & Mining,212099.0,-1255.0,2024-05-15,METAL,NSDL,"May 15, 2024"
Realty,138643.0,-429.0,2024-05-15,REALTY,NSDL,"May 15, 2024"
Consumer Services,250079.0,347.0,2024-05-15,SERVICES,NSDL,"May 15, 2024"
Services,147492.0,1665.0,2024-05-15,SERVICES,NSDL,"May 15, 2024"
Telecommunication,227512.0,6347.0,2024-05-15,TELECOM,NSDL,"May 15, 2024"
Textiles,20427.0,481.0,2024-05-15,TEXTILES,NSDL,"May 15, 2024"
Automobile and Auto Components,523996.0,-4029.0,2024-05-31,AUTO,NSDL,"May 31, 2024"
Capital Goods,375815.0,6024.0,2024-05-31,CAPITAL_GOODS,NSDL,"May 31, 2024"
Consumer Durables,197892.0,-761.0,2024-05-31,CAPITAL_GOODS,NSDL,"May 31, 2024"
Construction Materials,112786.0,-1258.0,2024-05-31,CEMENT,NSDL,"May 31, 2024"
Chemicals,100951.0,472.0,2024-05-31,CHEMICALS,NSDL,"May 31, 2024"
