rank,symbol,sector,close,conviction,tier,supporting_evidence,primary_risk,bull_run_score,ml_bull_run_score,prox_52w_high_pct,trend_signal,adv_20d_cr,regime,as_of_date
1281,ASHAPURMIN,METAL,612.2,26.7,WATCH,broad composite strength only,ML model disagrees,33.6,20.4,-33.8,DOWNTREND,39.37,NEUTRAL,2026-08-18
1282,SUNCLAY,AUTO,1289.8,26.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,31.5,20.1,-33.6,DOWNTREND,1.57,NEUTRAL,2026-08-18
1283,GODAVARIB,FMCG,245.6,26.6,WATCH,broad composite strength only,ML model disagrees,34.0,20.0,-30.4,DOWNTREND,14.51,NEUTRAL,2026-08-18
1284,SOLARA,PHARMA,509.1,26.5,WATCH,broad composite strength only,ML model disagrees,32.9,20.2,-28.5,DOWNTREND,13.28,NEUTRAL,2026-08-18
1285,WHIRLPOOL,FMCG,777.35,26.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.7,20.1,-45.9,DOWNTREND,31.89,NEUTRAL,2026-08-18
1286,NESCO,REALTY,1046.3,26.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.4,20.1,-36.2,DOWNTREND,4.28,NEUTRAL,2026-08-18
1287,EMSLIMITED,INFRASTRUCTURE,369.1,26.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.4,21.7,-37.8,CONSOLIDATING,9.34,NEUTRAL,2026-08-18
1288,GODFRYPHLP,FMCG,2131.0,26.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.7,20.3,-46.0,DOWNTREND,137.89,NEUTRAL,2026-08-18
1289,ORIENTCEM,CEMENT,131.89,26.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.4,20.1,-44.4,DOWNTREND,3.64,NEUTRAL,2026-08-18
1290,SHILCTECH,CAPITAL_GOODS,3871.0,26.1,WATCH,broad composite strength only,ML model disagrees,33.9,21.5,-28.3,INSUFFICIENT_DATA,14.97,NEUTRAL,2026-08-18
1291,NUCLEUS,IT,713.8,26.1,WATCH,broad composite strength only,ML model disagrees,31.9,20.0,-34.2,DOWNTREND,3.25,NEUTRAL,2026-08-18
1292,TATACHEM,CHEMICALS,662.9,26.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.3,20.0,-35.4,DOWNTREND,43.63,NEUTRAL,2026-08-18
1293,PATANJALI,FMCG,353.9,26.0,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,35.7,20.3,-42.5,DOWNTREND,185.11,NEUTRAL,2026-08-18
1294,SAATVIKGL,CAPITAL_GOODS,402.65,26.0,WATCH,broad composite strength only,ML model disagrees,34.9,20.2,-29.0,DOWNTREND,4.21,NEUTRAL,2026-08-18
1295,ORIENTTECH,TEXTILES,254.85,26.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.9,20.0,-45.4,DOWNTREND,15.11,NEUTRAL,2026-08-18
1296,AGIIL,REALTY,301.5,25.9,WATCH,broad composite strength only,ML model disagrees,30.9,19.9,-30.6,DOWNTREND,55.64,NEUTRAL,2026-08-18
1297,WANBURY,PHARMA,250.7,25.9,WATCH,broad composite strength only,ML model disagrees,33.5,20.6,-30.1,INSUFFICIENT_DATA,13.4,NEUTRAL,2026-08-18
1298,SAURASHCEM,CEMENT,58.72,25.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.7,20.1,-53.2,DOWNTREND,3.44,NEUTRAL,2026-08-18
1299,NILE,METAL,1477.6,25.9,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,35.0,20.9,-26.8,INSUFFICIENT_DATA,1.03,NEUTRAL,2026-08-18
1300,INOXWIND,CAPITAL_GOODS,78.13,25.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.1,-51.0,DOWNTREND,103.19,NEUTRAL,2026-08-18
1301,DIGITIDE,IT,96.49,25.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.5,20.2,-53.9,DOWNTREND,3.7,NEUTRAL,2026-08-18
1302,EIHOTEL,HOSPITALITY,296.0,25.7,WATCH,broad composite strength only,ML model disagrees,31.8,20.2,-31.9,DOWNTREND,5.87,NEUTRAL,2026-08-18
1303,WAAREERTL,CAPITAL_GOODS,896.95,25.6,WATCH,broad composite strength only,ML model disagrees,33.1,21.3,-34.0,DOWNTREND,17.59,NEUTRAL,2026-08-18
1304,MARSONS,CAPITAL_GOODS,104.8,25.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.4,20.1,-40.2,INSUFFICIENT_DATA,20.71,NEUTRAL,2026-08-18
1305,MTNL,INFRASTRUCTURE,27.08,25.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.0,20.0,-41.7,DOWNTREND,2.41,NEUTRAL,2026-08-18
1306,METROBRAND,FMCG,942.8,25.5,WATCH,broad composite strength only,ML model disagrees,33.0,20.0,-29.7,DOWNTREND,5.54,NEUTRAL,2026-08-18
1307,SCODATUBES,METAL,129.68,25.5,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,33.5,20.3,-30.9,DOWNTREND,2.2,NEUTRAL,2026-08-18
1308,DELTACORP,HOSPITALITY,60.18,25.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.2,20.0,-38.1,DOWNTREND,5.12,NEUTRAL,2026-08-18
1309,FIRSTCRY,RETAIL,208.41,25.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.7,20.1,-52.5,DOWNTREND,13.55,NEUTRAL,2026-08-18
1310,ABFRL,RETAIL,55.29,25.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.5,20.0,-41.8,DOWNTREND,42.4,NEUTRAL,2026-08-18
1311,RAMKY,REALTY,390.05,25.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.5,20.0,-44.7,DOWNTREND,1.32,NEUTRAL,2026-08-18
1312,XPROINDIA,CHEMICALS,1103.7,25.4,WATCH,broad composite strength only,ML model disagrees,32.8,23.7,-29.9,CONSOLIDATING,11.09,NEUTRAL,2026-08-18
1313,ABLBL,RETAIL,89.92,25.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.1,-40.6,DOWNTREND,9.49,NEUTRAL,2026-08-18
1314,LATENTVIEW,REALTY,285.5,25.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.0,-44.8,DOWNTREND,25.34,NEUTRAL,2026-08-18
1315,PRSMJOHNSN,CEMENT,105.33,25.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.8,20.0,-40.2,DOWNTREND,30.49,NEUTRAL,2026-08-18
1316,CAPACITE,INFRASTRUCTURE,211.89,25.3,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,32.7,20.1,-36.6,DOWNTREND,8.5,NEUTRAL,2026-08-18
1317,JKLAKSHMI,CEMENT,557.25,25.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.4,20.0,-43.7,DOWNTREND,16.44,NEUTRAL,2026-08-18
1318,INDIAMART,RETAIL,1770.0,25.2,WATCH,broad composite strength only,ML model disagrees,31.0,20.1,-33.4,DOWNTREND,31.01,NEUTRAL,2026-08-18
1319,MEDIASSIST,HEALTHCARE,343.5,25.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.2,20.2,-40.3,DOWNTREND,5.19,NEUTRAL,2026-08-18
1320,SULA,FMCG,149.13,25.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.0,20.1,-49.8,DOWNTREND,10.1,NEUTRAL,2026-08-18
1321,JAYKAY,FMCG,150.5,25.1,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,34.2,20.3,-31.5,INSUFFICIENT_DATA,2.81,NEUTRAL,2026-08-18
1322,DSSL,IT,1158.1,25.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,34.6,28.3,-39.8,CONSOLIDATING,3.48,NEUTRAL,2026-08-18
1323,INDOCO,PHARMA,218.74,25.0,WATCH,broad composite strength only,ML model disagrees,30.0,20.3,-34.2,DOWNTREND,7.5,NEUTRAL,2026-08-18
1324,AGARIND,CHEMICALS,499.6,24.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.1,20.0,-50.3,DOWNTREND,12.26,NEUTRAL,2026-08-18
1325,EUREKAFORB,FMCG,432.0,24.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.5,20.0,-35.4,DOWNTREND,7.5,NEUTRAL,2026-08-18
1326,ANUP,CAPITAL_GOODS,1834.5,24.8,WATCH,broad composite strength only,ML model disagrees,33.7,20.3,-28.8,DOWNTREND,10.81,NEUTRAL,2026-08-18
1327,BIRLACORPN,CEMENT,901.8,24.8,WATCH,broad composite strength only,ML model disagrees,31.0,20.0,-33.0,DOWNTREND,9.6,NEUTRAL,2026-08-18
1328,ZUARI,CHEMICALS,222.71,24.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.2,20.0,-42.4,DOWNTREND,2.9,NEUTRAL,2026-08-18
1329,VASCONEQ,OTHER,31.13,24.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.4,22.2,-58.3,INSUFFICIENT_DATA,4.07,NEUTRAL,2026-08-18
1330,FINOPB,BANKING,146.95,24.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.4,20.2,-56.6,DOWNTREND,12.5,NEUTRAL,2026-08-18
1331,FRONTSP,AUTO,1287.0,24.6,WATCH,broad composite strength only,ML model disagrees,33.9,20.4,-31.1,INSUFFICIENT_DATA,4.51,NEUTRAL,2026-08-18
1332,VPRPL,OTHER,34.92,24.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.3,21.3,-76.2,INSUFFICIENT_DATA,6.82,NEUTRAL,2026-08-18
1333,ROUTE,TELECOM,508.6,24.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.0,20.0,-42.9,DOWNTREND,100.93,NEUTRAL,2026-08-18
1334,MCLOUD,IT,26.77,24.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.7,21.5,-69.2,DOWNTREND,9.34,NEUTRAL,2026-08-18
1335,HITECH,METAL,78.43,24.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.7,20.0,-38.5,DOWNTREND,4.05,NEUTRAL,2026-08-18
1336,SANOFI,PHARMA,3197.4,24.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.2,20.2,-38.4,DOWNTREND,8.58,NEUTRAL,2026-08-18
1337,VIKRAMSOLR,CAPITAL_GOODS,183.1,24.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,26.7,20.1,-55.1,DOWNTREND,102.07,NEUTRAL,2026-08-18
1338,UGROCAP,FINANCIAL_SERVICES,92.75,24.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.3,20.1,-51.8,DOWNTREND,4.88,NEUTRAL,2026-08-18
1339,NELCAST,CAPITAL_GOODS,116.94,24.2,WATCH,broad composite strength only,ML model disagrees,29.6,20.1,-32.5,DOWNTREND,6.69,NEUTRAL,2026-08-18
1340,MAPMYINDIA,IT,991.7,24.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,23.9,19.9,-50.4,DOWNTREND,39.87,NEUTRAL,2026-08-18
1341,PLATIND,FMCG,214.2,24.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.0,20.1,-37.4,DOWNTREND,1.56,NEUTRAL,2026-08-18
1342,FABTECH,HEALTHCARE,145.91,24.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.3,20.2,-44.5,DOWNTREND,1.28,NEUTRAL,2026-08-18
1343,INTELLECT,IT,695.45,24.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.6,20.1,-44.1,DOWNTREND,38.66,NEUTRAL,2026-08-18
1344,RESPONIND,REALTY,159.01,23.9,WATCH,volatility squeeze (breakout setup),ML model disagrees,31.0,20.2,-34.0,DOWNTREND,4.2,NEUTRAL,2026-08-18
1345,NETWORK18,FINANCIAL_SERVICES,28.95,23.8,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,27.8,20.0,-50.2,DOWNTREND,7.06,NEUTRAL,2026-08-18
1346,INDIASHLTR,FINANCIAL_SERVICES,674.75,23.8,WATCH,broad composite strength only,ML model disagrees,30.1,17.9,-30.4,DOWNTREND,12.03,NEUTRAL,2026-08-18
1347,AFCONS,INFRASTRUCTURE,271.7,23.7,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,28.5,20.0,-43.3,DOWNTREND,30.24,NEUTRAL,2026-08-18
1348,CMSINFO,FINANCIAL_SERVICES,254.35,23.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.6,20.1,-41.2,DOWNTREND,16.89,NEUTRAL,2026-08-18
1349,ELIN,FMCG,102.28,23.6,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,25.8,20.3,-56.3,DOWNTREND,2.38,NEUTRAL,2026-08-18
1350,DENTA,IT,287.05,23.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.2,21.3,-40.2,DOWNTREND,9.05,NEUTRAL,2026-08-18
1351,FDC,PHARMA,354.3,23.6,WATCH,broad composite strength only,ML model disagrees,30.1,20.2,-32.9,DOWNTREND,10.56,NEUTRAL,2026-08-18
1352,INDOFARM,AUTO,144.1,23.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.2,20.1,-47.0,DOWNTREND,2.92,NEUTRAL,2026-08-18
1353,RHETAN,METAL,21.28,23.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.5,20.4,-39.0,DOWNTREND,29.4,NEUTRAL,2026-08-18
1354,PROTEAN,IT,548.5,23.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.5,20.1,-42.0,DOWNTREND,18.07,NEUTRAL,2026-08-18
1355,TECHNOE,INFRASTRUCTURE,959.15,23.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.7,20.0,-39.1,DOWNTREND,21.41,NEUTRAL,2026-08-18
1356,HBLENGINE,CAPITAL_GOODS,674.6,23.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.1,20.1,-39.9,DOWNTREND,55.53,NEUTRAL,2026-08-18
1357,DCW,CHEMICALS,44.26,23.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.2,20.0,-43.4,DOWNTREND,3.63,NEUTRAL,2026-08-18
1358,TVSELECT,RETAIL,450.35,23.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.4,20.3,-39.1,INSUFFICIENT_DATA,2.79,NEUTRAL,2026-08-18
1359,JAICORPLTD,CAPITAL_GOODS,101.2,23.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.2,20.0,-43.2,DOWNTREND,3.61,NEUTRAL,2026-08-18
1360,DCAL,PHARMA,175.83,23.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.4,20.1,-45.4,DOWNTREND,5.8,NEUTRAL,2026-08-18
1361,PIIND,CHEMICALS,2472.0,23.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.1,-35.5,DOWNTREND,72.99,NEUTRAL,2026-08-18
1362,RPOWER,POWER,22.72,23.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.4,20.1,-55.2,DOWNTREND,41.6,NEUTRAL,2026-08-18
1363,DHANUKA,CHEMICALS,997.0,23.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,33.4,20.1,-39.7,DOWNTREND,4.78,NEUTRAL,2026-08-18
1364,RSYSTEMS,IT,240.2,23.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,25.3,20.1,-50.5,DOWNTREND,9.04,NEUTRAL,2026-08-18
1365,SHANTIGEAR,CAPITAL_GOODS,393.35,23.3,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,31.2,20.0,-33.6,DOWNTREND,1.26,NEUTRAL,2026-08-18
1366,MAXIND,FINANCIAL_SERVICES,150.33,23.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.6,20.0,-37.8,DOWNTREND,4.29,NEUTRAL,2026-08-18
1367,HARIOMPIPE,METAL,346.45,23.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.7,20.2,-39.4,DOWNTREND,4.66,NEUTRAL,2026-08-18
1368,GRMOVER,AGRICULTURE,88.28,23.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.2,20.1,-52.4,DOWNTREND,9.59,NEUTRAL,2026-08-18
1369,TARIL,CAPITAL_GOODS,296.3,23.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.6,20.4,-46.3,CONSOLIDATING,43.09,NEUTRAL,2026-08-18
1370,GKENERGY,INFRASTRUCTURE,124.43,23.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.1,21.5,-48.1,DOWNTREND,6.45,NEUTRAL,2026-08-18
1371,ALLTIME,FMCG,213.14,23.0,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,31.0,20.2,-32.8,DOWNTREND,1.21,NEUTRAL,2026-08-18
1372,RUSTOMJEE,REALTY,375.1,23.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.5,20.3,-43.4,DOWNTREND,17.94,NEUTRAL,2026-08-18
1373,CRIZAC,RETAIL,176.19,23.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,24.6,37.9,-54.6,DOWNTREND,6.58,NEUTRAL,2026-08-18
1374,EXCELSOFT,IT,73.07,22.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.4,20.1,-48.8,INSUFFICIENT_DATA,4.15,NEUTRAL,2026-08-18
1375,KSCL,AGRICULTURE,772.3,22.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.0,-37.0,DOWNTREND,9.78,NEUTRAL,2026-08-18
1376,BFUTILITIE,INFRASTRUCTURE,545.65,22.9,WATCH,volatility squeeze (breakout setup),35%+ below its 52w high -- long repair needed,31.7,20.1,-39.3,INSUFFICIENT_DATA,4.01,NEUTRAL,2026-08-18
1377,SAFARI,CHEMICALS,1497.3,22.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.1,20.0,-40.3,DOWNTREND,6.62,NEUTRAL,2026-08-18
1378,DCXINDIA,DEFENCE,173.32,22.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.4,20.1,-39.4,DOWNTREND,8.56,NEUTRAL,2026-08-18
1379,SALZERELEC,CAPITAL_GOODS,570.3,22.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.9,20.0,-40.1,DOWNTREND,3.65,NEUTRAL,2026-08-18
1380,SHAKTIPUMP,CAPITAL_GOODS,503.2,22.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.7,20.1,-45.0,DOWNTREND,20.48,NEUTRAL,2026-08-18
1381,AVANTIFEED,AGRICULTURE,875.6,22.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.2,20.1,-45.1,DOWNTREND,42.38,NEUTRAL,2026-08-18
1382,TRANSRAILL,CAPITAL_GOODS,464.85,22.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.0,20.0,-43.5,DOWNTREND,14.13,NEUTRAL,2026-08-18
1383,PARAGMILK,FMCG,207.29,22.7,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.3,20.2,-45.0,DOWNTREND,9.1,NEUTRAL,2026-08-18
1384,JSLL,PHARMA,517.3,22.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.5,20.2,-39.1,DOWNTREND,35.69,NEUTRAL,2026-08-18
1385,CONTROLPR,IT,569.7,22.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.0,-36.6,DOWNTREND,4.67,NEUTRAL,2026-08-18
1386,ADVENTHTL,HOSPITALITY,134.9,22.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.0,20.3,-48.8,INSUFFICIENT_DATA,1.76,NEUTRAL,2026-08-18
1387,PENIND,MEDIA,151.45,22.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.1,20.1,-45.9,DOWNTREND,4.88,NEUTRAL,2026-08-18
1388,BOMDYEING,TEXTILES,113.89,22.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.1,20.1,-41.7,DOWNTREND,5.01,NEUTRAL,2026-08-18
1389,GALLANTT,METAL,582.95,22.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.6,20.2,-38.5,DOWNTREND,11.84,NEUTRAL,2026-08-18
1390,RTNINDIA,RETAIL,30.48,22.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.6,20.1,-52.4,DOWNTREND,3.36,NEUTRAL,2026-08-18
1391,INA,POWER,98.41,22.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.6,20.5,-39.2,INSUFFICIENT_DATA,5.76,NEUTRAL,2026-08-18
1392,ISGEC,CAPITAL_GOODS,746.85,22.3,WATCH,broad composite strength only,ML model disagrees,29.7,20.1,-33.0,DOWNTREND,5.25,NEUTRAL,2026-08-18
1393,KLBRENG-B,CAPITAL_GOODS,346.9,22.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.9,22.4,-36.3,INSUFFICIENT_DATA,4.29,NEUTRAL,2026-08-18
1394,BBL,CAPITAL_GOODS,2298.5,22.3,WATCH,broad composite strength only,ML model disagrees,30.7,20.1,-32.6,DOWNTREND,8.44,NEUTRAL,2026-08-18
1395,AJMERA,REALTY,118.7,22.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.1,20.2,-46.4,DOWNTREND,4.1,NEUTRAL,2026-08-18
1396,DAMCAPITAL,FINANCIAL_SERVICES,146.39,22.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,26.5,20.0,-48.8,DOWNTREND,4.05,NEUTRAL,2026-08-18
1397,AMRUTANJAN,PHARMA,491.85,22.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,30.4,20.0,-37.8,DOWNTREND,3.24,NEUTRAL,2026-08-18
1398,CSBBANK,BANKING,319.95,22.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.8,20.2,-44.3,DOWNTREND,17.41,NEUTRAL,2026-08-18
1399,PGHH,PHARMA,8365.0,22.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.1,20.0,-42.4,DOWNTREND,18.18,NEUTRAL,2026-08-18
1400,TEAMLEASE,FINANCIAL_SERVICES,1239.6,22.1,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,32.6,20.2,-36.2,DOWNTREND,5.37,NEUTRAL,2026-08-18
1401,IXIGO,HOSPITALITY,172.51,22.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.5,20.3,-49.1,DOWNTREND,17.31,NEUTRAL,2026-08-18
1402,CAMLINFINE,PHARMA,114.11,22.0,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.0,20.1,-51.4,DOWNTREND,18.03,NEUTRAL,2026-08-18
1403,VIKRAN,CAPITAL_GOODS,62.54,21.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.8,20.2,-47.2,DOWNTREND,10.51,NEUTRAL,2026-08-18
1404,MBEL,INFRASTRUCTURE,283.3,21.9,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.2,20.2,-47.1,DOWNTREND,8.58,NEUTRAL,2026-08-18
1405,CEINSYS,IT,782.65,21.8,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,31.1,20.2,-37.4,INSUFFICIENT_DATA,5.75,NEUTRAL,2026-08-18
1406,HPL,CAPITAL_GOODS,312.35,21.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.9,20.0,-38.5,DOWNTREND,2.9,NEUTRAL,2026-08-18
1407,JAINREC,METAL,301.9,21.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,26.7,20.0,-49.2,DOWNTREND,53.42,NEUTRAL,2026-08-18
1408,ZOTA,PHARMA,1111.4,21.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.4,20.4,-36.1,DOWNTREND,8.35,NEUTRAL,2026-08-18
1409,EFCIL,REALTY,174.1,21.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,25.0,20.2,-49.1,DOWNTREND,5.26,NEUTRAL,2026-08-18
1410,ASHOKA,INFRASTRUCTURE,113.27,21.6,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.3,20.0,-47.2,DOWNTREND,7.64,NEUTRAL,2026-08-18
1411,SYMPHONY,FMCG,620.55,21.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.8,20.1,-36.3,DOWNTREND,6.31,NEUTRAL,2026-08-18
1412,WEBELSOLAR,CAPITAL_GOODS,82.8,21.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,26.3,20.0,-41.5,DOWNTREND,15.97,NEUTRAL,2026-08-18
1413,LAXMIDENTL,HEALTHCARE,200.64,21.4,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,28.8,20.2,-46.8,DOWNTREND,3.08,NEUTRAL,2026-08-18
1414,GEMAROMA,OTHER,169.66,21.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.2,20.2,-47.9,INSUFFICIENT_DATA,1.85,NEUTRAL,2026-08-18
1415,TRIVENI,CAPITAL_GOODS,279.64,21.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,27.7,20.7,-42.9,DOWNTREND,26.95,NEUTRAL,2026-08-18
1416,AWHCL,INFRASTRUCTURE,385.9,21.3,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,29.5,20.0,-37.4,DOWNTREND,5.56,NEUTRAL,2026-08-18
1417,HUBTOWN,REALTY,182.91,21.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,25.6,20.3,-49.6,DOWNTREND,8.84,NEUTRAL,2026-08-18
