event_date,symbol,company,purpose_raw,purpose_type,bm_desc,sector
2026-02-04,RITES,RITES Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"Meeting of the Board of Directors of the Company is scheduled to be held on Wednesday, 4th February, 2026 inter- alia to consider and approve the following: 1. Unaudited Standalone and Consolidated Financial Results of the Company for the quarter and nine months ended on 31st December, 2025. 2. Declaration of Third Interim Dividend, if any on equity shares of the Company, for the Financial Year 2025-26.",INFRASTRUCTURE
2026-02-04,RML,Rane (Madras) Limited,Financial Results,FINANCIAL_RESULTS,"RANE (MADRAS) LTD. has informed that the meeting of the Board of Directors of the Company is scheduled on February 04,2026, inter alia, to consider and approve the Un-Audited Financial Results for the quarter ending December 31, 2025. Further, in accordance with Rane's Insider code, the 'Trading window' would remain closed for Promoters, Directors, other connected persons and designated employees of the company from December 31, 2025 to February 06, 2026 (both days inclusive) for the above purpose.",AUTO
2026-02-04,RUSTOMJEE,Keystone Realtors Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-04,SAATVIKGL,Saatvik Green Energy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited standalone and consolidated financial results for the quarter and nine months ended December 31, 2025",CAPITAL_GOODS
2026-02-04,SAMMAANCAP,Sammaan Capital Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,SANDUMA,Sandur Manganese & Iron Ores Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,To consider inter-alia the unaudited standalone and consolidated financial results for the quarter and nine months ended 31 December 2025 and early redemption of Non-Convertible Debentures of the Company.,ENERGY
2026-02-04,SARLAPOLY,Sarla Performance Fibers Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",TEXTILES
2026-02-04,SCILAL,Shipping Corporation of India Land and Assets Limited,Financial Results,FINANCIAL_RESULTS,"SCILAL : 04-Feb-2026 :  The Company has informed the Exchange that a Board meeting to be held on February 03, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on February 04, 2026 to consider and approve the unaudited financial results for the period ended December 31, 2025.",FINANCIAL_SERVICES
2026-02-04,SECURCRED,SecUR Credentials Limited,Board meeting Rescheduled,OTHER,"SecUR Credentials Limited has informed the Exchange that the meeting of the Board of Directors of the Company scheduled to be held on February 04, 2026 To consider and approve the financial results for the period ended Jun 30, 2024 has been cancelled",OTHER
2026-02-04,SECURCRED,SecUR Credentials Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2024",OTHER
2026-02-04,SHIVAMAUTO,Shivam Autotech Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",OTHER
2026-02-04,SILINV,SIL Investments Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,SPECTRUM,Spectrum Electrical Industries Limited,Other business matters,OTHER,To consider other business matters,CAPITAL_GOODS
2026-02-04,SWANDEF,Swan Defence and Heavy Industries Limited,Financial Results,FINANCIAL_RESULTS,"Board Meeting Intimation for Board Meeting Intimation For Approval Of Quarterly Financial Results For The Quarter and Nine Months ended 31st December, 2025.",OTHER
2026-02-04,TATAPOWER,Tata Power Company Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",POWER
2026-02-04,TCI,Transport Corporation of India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",LOGISTICS
2026-02-04,TCI,Transport Corporation of India Limited,Dividend,DIVIDEND,To consider dividend,LOGISTICS
2026-02-04,TEAMLEASE,Teamlease Services Limited,Financial Results,FINANCIAL_RESULTS,TeamLease - Intimation of Q3 Board Meeting for Financial Year 25-26,FINANCIAL_SERVICES
2026-02-04,TIINDIA,Tube Investments of India Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and dividend",AUTO
2026-02-04,TIMKEN,Timken India Limited,Financial Results,FINANCIAL_RESULTS,"Pursuant to Regulation 29 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform that a Meeting of the Board of Directors of the Company will be held on Wednesday, 4 February, 2026 inter-alia to consider and approve Unaudited Consolidated Financial Results of the Company for the quarter and nine months ended 31 December, 2025. Kindly request you to take this on record.",CAPITAL_GOODS
2026-02-04,TMB,Tamilnad Mercantile Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-04,TNPETRO,Tamilnadu PetroProducts Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HEALTHCARE
2026-02-04,TRENT,Trent Limited,Financial Results,FINANCIAL_RESULTS,Notice of Board Meeting to consider and approve Unaudited Standalone and Consolidated Financial Results for the third quarter and nine-months ended 31st December 2025,RETAIL
2026-02-04,TVVISION,TV Vision Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",MEDIA
2026-02-04,UYFINCORP,U. Y. Fincorp Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-04,VIRINCHI,Virinchi Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",IT
2026-02-04,VISACHROME,VISA Chrome Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",OTHER
2026-02-04,WEALTH,Wealth First Portfolio Managers Limited,Financial Results/Dividend/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025, dividend and other business matters",FINANCIAL_SERVICES
2026-02-04,WELENT,Welspun Enterprises Limited,Financial Results,FINANCIAL_RESULTS,"WELSPUN ENTERPRISES LIMITED has informed the Exchange about the Board Meeting to be held on February 04, 2026 to inter-alia consider and approve the unaudited consolidated and standalone financial results of the Company for the quarter and nine months ended December 31, 2025.",METAL
2026-02-04,WELINV,Welspun Investments and Commercials Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",OTHER
2026-02-04,WESTLIFE,WESTLIFE FOODWORLD LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HOSPITALITY
2026-02-04,WONDERLA,Wonderla Holidays Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",HOSPITALITY
2026-02-04,XPROINDIA,Xpro India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-04,ZOTA,Zota Health Care LImited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",PHARMA
2026-02-04,ZUARI,Zuari Agro Chemicals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-05,21STCENMGM,21st Century Management Services Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",FINANCIAL_SERVICES
2026-02-05,AARON,Aaron Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025 and other business matters",CAPITAL_GOODS
2026-02-05,AAVAS,Aavas Financiers Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the Quarter and Nine Months ended December 31, 2025",FINANCIAL_SERVICES
2026-02-05,ABFRL,Aditya Birla Fashion and Retail Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",RETAIL
2026-02-05,ALLCARGO,Allcargo Logistics Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the standalone and consolidated financial results for the quarter ended December 31, 2025",LOGISTICS
2026-02-05,ANDHRSUGAR,The Andhra Sugars Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-05,ANTHEM,Anthem Biosciences Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-05,APLLTD,Alembic Pharmaceuticals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",PHARMA
2026-02-05,ASHAPURMIN,Ashapura Minechem Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the unaudited Standalone & Consolidated financial results (provisional) for the period ended December 31, 2025 and other business matters",METAL
2026-02-05,ASTRAL,Astral Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-05,ATALREAL,Atal Realtech Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",REALTY
2026-02-05,AVADHSUGAR,Avadh Sugar & Energy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",OTHER
2026-02-05,BAJEL,Bajel Projects Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CAPITAL_GOODS
2026-02-05,BERGEPAINT,Berger Paints (I) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",CHEMICALS
2026-02-05,BHARTIARTL,Bharti Airtel Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",TELECOM
2026-02-05,BHARTIHEXA,Bharti Hexacom Limited,Financial Results,FINANCIAL_RESULTS,"BHARTI HEXACOM LIMITED has informed the Exchange about Board Meeting to be held on February 05, 2026  to inter-alia consider and approve the Audited Financial results of the Company for the third quarter(Q3) and nine months ended December 2025.",TELECOM
2026-02-05,BLACKBUCK,BLACKBUCK LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2025",LOGISTICS
2026-02-05,BLSE,BLS E-Services Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2025 and interim dividend.",IT
