symbol,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,as_of_date
STEELCITY,43.31,1,0.0525,1,0.3791,5.87,17.68,0,2026-06-30
STEELXIND,56.34,1,-0.0731,0,0.5781,17.98,15.14,0,2026-06-30
STEL,56.81,1,-2.6224,0,0.556,32.92,37.69,1,2026-06-30
STERTOOLS,56.2,1,4.8107,1,0.7428,32.5,30.02,1,2026-06-30
STLNETWORK,47.15,1,-0.6691,0,0.0974,25.09,29.9,1,2026-06-30
STLTECH,88.84,0,8.4479,1,0.9863,60.4,60.06,1,2026-06-30
STOVEKRAFT,83.12,0,8.6103,1,0.913,31.09,57.67,1,2026-06-30
STUDDS,45.69,1,-2.9997,0,0.3748,21.14,28.53,1,2026-06-30
STYL,72.17,0,2.2572,1,0.8392,24.73,44.23,1,2026-06-30
STYLAMIND,63.06,1,-17.3361,0,0.6595,14.51,53.5,1,2026-06-30
STYLEBAAZA,48.72,1,-5.8407,0,0.1555,17.72,38.34,1,2026-06-30
STYRENIX,54.46,1,9.147,1,0.6764,14.27,18.95,0,2026-06-30
SUBEXLTD,67.21,1,0.1592,1,0.9064,29.87,28.16,1,2026-06-30
SUBROS,64.45,1,11.6658,1,0.882,28.52,26.32,1,2026-06-30
SUDARCOLOR,43.33,1,-1.2529,0,0.0095,4.99,26.41,1,2026-06-30
SUDARSCHEM,46.12,1,-1.4165,0,0.4013,7.09,14.49,0,2026-06-30
SUDEEPPHRM,63.94,1,-0.6429,1,0.7703,23.67,46.8,1,2026-06-30
SUKHJITS,51.24,1,1.0575,2,0.8301,8.7,21.4,0,2026-06-30
SULA,40.35,1,0.0461,1,0.1948,5.1,15.76,0,2026-06-30
SUMEETINDS,55.5,1,0.3328,2,0.7486,18.8,23.84,0,2026-06-30
SUMICHEM,35.79,1,-5.2251,0,0.033,16.43,18.61,0,2026-06-30
SUMIT,67.62,1,1.1173,2,1.0711,32.19,25.45,1,2026-06-30
SUMMITSEC,45.41,1,0.6829,1,0.4129,8.69,10.27,0,2026-06-30
SUNCLAY,52.22,1,6.0423,2,0.7753,6.77,11.77,0,2026-06-30
SUNDARAM,35.19,1,-0.0034,0,-0.0976,4.92,27.76,1,2026-06-30
SUNDARMFIN,53.98,1,38.9539,1,0.7109,17.31,25.09,1,2026-06-30
SUNDARMHLD,70.35,0,3.9387,1,0.8882,23.57,38.77,1,2026-06-30
SUNDRMBRAK,72.67,0,9.5925,2,1.0553,24.09,40.12,1,2026-06-30
SUNDRMFAST,75.11,0,8.8937,2,0.9918,16.69,19.42,0,2026-06-30
SUNDROP,40.13,1,-2.0646,0,0.0496,6.14,24.04,0,2026-06-30
SUNFLAG,43.18,1,-3.6827,1,0.2301,18.65,14.38,0,2026-06-30
SUNPHARMA,60.53,1,6.1331,1,0.8083,7.64,22.7,0,2026-06-30
SUNTECK,51.86,1,2.5102,1,0.6335,25.42,17.83,0,2026-06-30
SUNTV,45.5,1,1.9923,1,0.5084,4.19,16.72,0,2026-06-30
SUPERHOUSE,56.93,1,0.4307,2,0.8379,7.5,33.56,1,2026-06-30
SUPERSPIN,45.15,1,0.0197,1,0.2842,9.05,16.58,0,2026-06-30
SUPRAJIT,51.24,1,-1.9358,0,0.3457,5.79,30.49,1,2026-06-30
SUPREME,51.79,1,0.4487,1,0.7822,11.45,26.41,1,2026-06-30
SUPREMEIND,26.83,2,-33.741,0,-0.2144,13.55,16.06,0,2026-06-30
SUPRIYA,65.76,1,-3.8868,1,1.2082,10.87,42.17,1,2026-06-30
SURAJEST,48.75,1,1.2645,2,0.8814,8.48,16.57,0,2026-06-30
SURAJLTD,49.09,1,0.3684,2,0.614,3.43,20.93,0,2026-06-30
SURAKSHA,46.47,1,0.8058,2,0.4914,10.72,20.67,0,2026-06-30
SURANASOL,50.36,1,-0.0399,0,0.4155,3.76,18.38,0,2026-06-30
SURANAT&P,58.49,1,0.115,1,0.8518,13.26,26.07,1,2026-06-30
SURYALA,54.88,1,-3.0952,0,0.4736,13.67,24.46,0,2026-06-30
SURYALAXMI,59.63,1,0.4894,2,0.9055,16.2,20.93,0,2026-06-30
SURYAROSNI,53.82,1,-0.5906,0,0.5368,9.39,13.28,0,2026-06-30
SURYODAY,59.94,1,-0.2825,1,0.8638,5.96,33.23,1,2026-06-30
SUTLEJTEX,55.5,1,0.0763,1,0.7354,12.3,32.74,1,2026-06-30
SUVEN,61.81,1,-0.3956,1,0.8574,17.32,22.66,0,2026-06-30
SUVIDHAA,46.86,1,0.0045,1,0.4564,6.8,10.87,0,2026-06-30
SUYOG,63.78,1,8.6716,2,0.8596,26.04,19.13,0,2026-06-30
SUZLON,60.93,1,0.0025,2,0.8008,13.78,20.16,0,2026-06-30
SVLL,63.41,1,19.2415,1,0.8177,56.87,37.21,1,2026-06-30
SVPGLOB,68.95,1,0.1236,2,1.05,48.12,23.4,0,2026-06-30
SWANCORP,44.34,1,0.293,1,0.3599,7.42,15.0,0,2026-06-30
SWANENERGY,52.56,1,1.943,2,0.7256,16.61,17.75,0,2026-06-30
SWARAJENG,66.67,1,19.7161,2,0.9116,9.82,22.56,0,2026-06-30
SWELECTES,54.62,1,0.0086,2,0.7084,8.54,10.43,0,2026-06-30
SWIGGY,38.15,1,-0.8993,0,0.1314,10.92,15.6,0,2026-06-30
SWSOLAR,72.2,0,3.4124,1,0.8133,38.16,30.02,1,2026-06-30
SYMPHONY,42.76,1,3.8963,1,0.4487,6.19,17.27,0,2026-06-30
SYNCOMF,51.2,1,-0.038,1,0.5268,8.38,10.88,0,2026-06-30
SYNGENE,46.25,1,-1.1244,1,0.3572,6.48,15.93,0,2026-06-30
SYRMA,69.76,1,3.3702,1,0.8226,24.06,56.69,1,2026-06-30
SYSTMTXC,50.08,1,0.3124,1,0.6736,6.66,20.61,0,2026-06-30
TAALTECH,36.6,1,-48.029,0,-0.0686,15.41,30.02,1,2026-06-30
TAINWALCHM,54.49,1,0.0751,2,0.8901,6.07,14.85,0,2026-06-30
TAJGVK,54.06,1,-0.2342,1,0.6466,8.26,20.99,0,2026-06-30
TALBROAUTO,79.35,0,4.8972,2,1.0857,23.18,49.68,1,2026-06-30
TAMBOLIIN,74.4,0,3.7799,1,0.9453,36.19,39.87,1,2026-06-30
TANLA,55.34,1,0.5841,2,0.7345,7.32,19.68,0,2026-06-30
TARACHAND,44.96,1,0.1671,1,0.3527,10.02,13.28,0,2026-06-30
TARAPUR,35.82,1,-0.0317,0,0.1372,16.91,20.7,0,2026-06-30
TARC,47.68,1,-0.0392,1,0.4653,8.57,13.67,0,2026-06-30
TARIL,62.04,1,1.8186,2,0.9034,19.22,21.4,0,2026-06-30
TARMAT,38.61,1,-0.0443,0,-0.0641,4.71,14.64,0,2026-06-30
TARSONS,66.5,1,2.9047,1,0.7892,48.26,39.94,1,2026-06-30
TASTYBITE,70.63,0,19.9768,1,0.8298,13.13,48.0,1,2026-06-30
TATACAP,69.08,1,3.3974,1,0.8446,25.35,39.37,1,2026-06-30
TATACHEM,41.98,1,-0.442,0,0.111,4.76,20.37,0,2026-06-30
TATACOMM,55.68,1,-10.2599,0,0.5216,8.62,34.08,1,2026-06-30
TATACONSUM,35.55,1,-0.9029,0,-0.0391,6.74,22.2,0,2026-06-30
TATAELXSI,29.72,2,-23.1698,0,0.0004,14.71,21.29,0,2026-06-30
TATAGOLD,33.57,1,-0.0889,1,0.1241,13.25,17.72,0,2026-06-30
TATAINVEST,46.73,1,0.0855,1,0.4476,8.26,14.73,0,2026-06-30
TATAMOTORS,16.5,2,-21.6857,1,0.2083,99.29,41.82,1,2026-06-30
TATAPOWER,32.31,1,-1.1716,0,0.065,8.32,23.22,0,2026-06-30
TATASTEEL,27.51,2,-1.0461,1,0.1033,13.96,26.64,1,2026-06-30
TATATECH,39.81,1,-11.8708,0,-0.2443,11.66,36.35,1,2026-06-30
TATSILV,37.49,1,-0.2238,1,0.2095,22.49,27.67,1,2026-06-30
TATVA,49.68,1,4.5835,1,0.5944,8.49,12.03,0,2026-06-30
TBOTEK,62.57,1,3.6035,1,0.6672,33.45,39.9,1,2026-06-30
TBZ,68.17,1,-0.3653,1,0.8052,22.94,42.86,1,2026-06-30
TCC,26.43,2,-2.9229,1,0.0713,18.83,16.17,0,2026-06-30
TCI,46.52,1,-1.375,0,0.236,5.61,12.4,0,2026-06-30
TCIEXP,46.62,1,-0.9862,0,0.3247,17.78,20.29,0,2026-06-30
TCIFINANCE,90.95,0,1.2926,2,1.2191,94.89,32.86,1,2026-06-30
TCPLPACK,64.52,1,32.1174,1,0.7916,29.13,27.74,1,2026-06-30
TCS,32.42,1,-5.1517,0,0.1047,15.68,22.26,0,2026-06-30
TDPOWERSYS,49.7,1,-3.3052,0,0.4719,18.67,21.36,0,2026-06-30
TEAMGTY,45.52,1,0.4863,2,0.3852,10.16,10.97,0,2026-06-30
TEAMLEASE,64.74,1,-1.1456,0,0.7302,8.33,40.51,1,2026-06-30
TECH,34.97,1,-0.1565,0,0.0851,14.32,19.19,0,2026-06-30
TECHM,43.11,1,-5.0146,0,0.1484,10.35,12.92,0,2026-06-30
TECHNOE,42.6,1,7.5437,1,0.4996,13.15,14.45,0,2026-06-30
TECHNVISN,20.04,2,-56.0481,0,-0.1548,21.21,48.33,1,2026-06-30
TECILCHEM,36.5,1,-0.0366,0,0.0856,15.39,14.57,0,2026-06-30
TEGA,44.35,1,-15.0364,0,0.1142,11.75,18.23,0,2026-06-30
TEJASNET,62.54,1,-2.1302,0,0.6901,20.08,44.09,1,2026-06-30
TEMBO,50.54,1,0.1437,2,0.5891,11.54,19.27,0,2026-06-30
TENNIND,52.89,1,2.3734,2,0.7885,8.22,15.24,0,2026-06-30
TERASOFT,53.51,1,-5.5046,1,0.2523,13.33,28.85,1,2026-06-30
TEXINFRA,66.87,1,0.838,1,0.8378,17.55,40.58,1,2026-06-30
TEXMOPIPES,50.08,1,0.0686,1,0.5398,13.45,20.1,0,2026-06-30
TEXRAIL,49.62,1,0.1504,1,0.5672,11.87,16.75,0,2026-06-30
TFCILTD,55.4,1,0.196,1,0.7649,7.51,14.02,0,2026-06-30
TFL,44.62,1,-0.0252,0,0.2498,9.07,23.58,0,2026-06-30
TGBHOTELS,47.07,1,0.007,2,0.4242,3.14,24.13,0,2026-06-30
THANGAMAYL,79.61,0,27.2818,2,1.1835,25.02,47.99,1,2026-06-30
THEINVEST,48.6,1,0.2987,2,0.5915,10.23,14.18,0,2026-06-30
THEJO,76.67,0,30.9775,2,0.9591,32.21,32.87,1,2026-06-30
THELEELA,63.93,1,3.1351,1,0.7086,28.75,35.49,1,2026-06-30
THEMISMED,53.43,1,0.4105,1,0.5856,22.61,40.7,1,2026-06-30
THERMAX,68.23,1,19.172,2,1.1373,11.65,48.8,1,2026-06-30
THOMASCOOK,53.48,1,-0.4078,0,0.5328,29.31,33.41,1,2026-06-30
THOMASCOTT,69.63,1,5.5856,2,0.9339,38.33,30.26,1,2026-06-30
THYROCARE,60.69,1,-3.3013,1,0.8091,9.16,51.49,1,2026-06-30
TI,60.02,1,2.3838,2,1.1001,8.38,15.25,0,2026-06-30
TICL,16.6,2,-0.5518,0,-0.1125,43.93,38.25,1,2026-06-30
TIGERLOGS,56.16,1,0.5769,1,0.636,46.79,37.03,1,2026-06-30
TIIL,51.76,1,4.4099,1,0.6299,8.4,17.2,0,2026-06-30
TIINDIA,44.01,1,-29.1636,0,0.2111,12.69,19.74,0,2026-06-30
TIJARIA,48.86,1,-0.0228,1,0.508,16.82,15.81,0,2026-06-30
TIL,52.59,1,1.6575,1,0.618,39.9,22.33,0,2026-06-30
TIMESGTY,67.36,1,8.5648,1,0.8983,66.37,48.37,1,2026-06-30
TIMETECHNO,55.07,1,0.9643,1,0.761,11.3,12.87,0,2026-06-30
TIMEX,72.84,0,0.5089,2,0.9297,24.79,45.8,1,2026-06-30
TIMKEN,42.24,1,-12.6627,0,0.1985,10.02,19.0,0,2026-06-30
TINNARUBR,67.49,1,2.9536,2,0.9343,16.7,41.91,1,2026-06-30
TIPSFILMS,39.53,1,-1.7383,1,0.2295,16.46,12.87,0,2026-06-30
TIPSMUSIC,42.74,1,-3.6113,0,0.1662,10.31,21.36,0,2026-06-30
TIRUMALCHM,41.24,1,-0.1209,1,0.326,15.74,25.69,1,2026-06-30
TIRUPATIFL,78.64,0,1.9663,2,1.2412,66.84,30.28,1,2026-06-30
TITAGARH,54.63,1,-3.9144,0,0.5346,15.93,21.2,0,2026-06-30
TITAN,59.97,1,12.1072,2,0.8143,11.57,12.76,0,2026-06-30
TMB,46.77,1,-6.8214,0,0.1306,9.05,25.91,1,2026-06-30
TMCV,62.19,1,4.9398,1,0.8358,23.1,30.47,1,2026-06-30
TMPV,41.53,1,-4.7108,1,0.1948,19.95,21.75,0,2026-06-30
TNIDETF,42.13,1,-0.1344,0,0.2244,6.21,14.33,0,2026-06-30
TNPETRO,62.91,1,0.6246,1,0.8414,16.39,25.17,1,2026-06-30
TNPL,52.85,1,0.1872,2,0.8253,3.58,14.85,0,2026-06-30
TNTELE,39.57,1,-0.0235,0,-0.0232,7.08,24.69,0,2026-06-30
TOKYOPLAST,70.58,0,4.8086,1,0.953,77.87,31.58,1,2026-06-30
TOLINS,47.01,1,0.1496,1,0.5359,15.4,17.22,0,2026-06-30
TOP100CASE,54.24,1,0.0138,1,0.6608,6.13,21.68,0,2026-06-30
TOP10ADD,45.75,1,0.0243,1,0.444,6.29,16.55,0,2026-06-30
TOP15IETF,51.0,1,0.0151,1,0.6014,6.88,32.05,1,2026-06-30
TOP20,53.14,1,0.0142,1,0.6513,6.58,19.21,0,2026-06-30
TORNTPHARM,62.4,1,11.4927,2,0.9283,7.58,21.7,0,2026-06-30
TORNTPOWER,43.12,1,5.1088,1,0.3903,7.2,19.42,0,2026-06-30
TOTAL,41.47,1,0.1184,1,0.3635,9.04,9.64,0,2026-06-30
TOUCHWOOD,45.06,1,-0.1282,0,0.3017,11.33,20.95,0,2026-06-30
TPHQ,33.6,1,0.0008,1,0.1452,6.03,25.24,1,2026-06-30
TPLPLASTEH,63.96,1,0.525,2,0.9122,16.35,25.16,1,2026-06-30
TRACXN,42.17,1,-0.0524,1,0.2042,7.77,9.16,0,2026-06-30
TRANSPEK,40.32,1,6.1515,1,0.4072,5.38,20.51,0,2026-06-30
TRANSRAILL,52.6,1,4.5685,1,0.75,11.74,22.78,0,2026-06-30
TRANSWORLD,60.15,1,2.1785,1,0.8824,20.59,28.37,1,2026-06-30
TRAVELFOOD,58.2,1,1.3495,1,0.6659,16.12,24.66,0,2026-06-30
TREEHOUSE,47.43,1,0.0154,2,0.5547,10.86,12.45,0,2026-06-30
TREJHARA,44.85,1,0.7203,1,0.5263,10.37,13.73,0,2026-06-30
TREL,53.81,1,0.064,1,0.6879,6.53,10.52,0,2026-06-30
TRENT,72.71,0,32.1688,1,0.8619,28.12,31.16,1,2026-06-30
TRF,51.36,1,1.9658,1,0.6954,13.83,20.52,0,2026-06-30
TRIDENT,58.89,1,0.18,1,0.7849,15.4,24.44,0,2026-06-30
TRIGYN,36.46,1,-0.5497,0,0.0282,15.47,18.34,0,2026-06-30
TRITURBINE,54.48,1,-2.8678,1,0.637,12.36,32.51,1,2026-06-30
TRIVENI,67.61,1,3.1434,1,0.857,20.87,35.86,1,2026-06-30
TRU,30.99,1,-0.0496,0,-0.027,16.33,17.19,0,2026-06-30
TRUALT,35.82,1,-6.192,0,-0.0008,15.7,16.67,0,2026-06-30
TSFINV,67.61,1,4.5981,2,1.1703,14.15,15.59,0,2026-06-30
TTKHLTCARE,54.21,1,2.4704,1,0.6302,7.86,15.11,0,2026-06-30
TTKPRESTIG,74.7,0,6.4101,2,1.2408,16.23,39.37,1,2026-06-30
TTL,34.19,1,0.0368,2,0.2916,16.0,36.29,1,2026-06-30
TTML,46.74,1,-0.3061,1,0.2798,11.66,30.56,1,2026-06-30
TVSELECT,63.61,1,4.4995,2,0.9717,16.29,23.85,0,2026-06-30
TVSHLTD,53.65,1,46.0015,2,0.92,4.12,16.63,0,2026-06-30
TVSMOTOR,51.82,1,14.3746,1,0.6844,8.39,15.01,0,2026-06-30
TVSSCS,58.35,1,-0.452,0,0.6614,21.61,30.25,1,2026-06-30
TVSSRICHAK,56.76,1,-0.0262,0,0.6441,9.5,36.02,1,2026-06-30
TVTODAY,70.98,0,2.2355,2,1.1037,22.87,22.91,0,2026-06-30
TVVISION,48.4,1,0.0015,2,0.464,8.25,34.89,1,2026-06-30
TWCGOLDETF,32.58,1,-0.8727,1,0.1187,12.66,23.22,0,2026-06-30
UBL,46.68,1,3.3652,2,0.5578,3.22,15.81,0,2026-06-30
UCAL,79.65,0,2.4229,2,1.0097,33.85,40.89,1,2026-06-30
UCOBANK,55.97,1,0.0391,1,0.6541,15.84,24.98,0,2026-06-30
UDAICEMENT,57.19,1,-0.0012,0,0.6844,8.46,23.95,0,2026-06-30
UDS,62.18,1,-0.212,1,0.9256,6.82,40.37,1,2026-06-30
UEL,33.6,1,-0.5928,0,-0.0093,12.0,14.03,0,2026-06-30
UFBL,61.28,1,-1.3264,0,0.642,50.18,39.84,1,2026-06-30
UFLEX,48.54,1,-0.5089,0,0.367,8.14,26.69,1,2026-06-30
UFO,38.83,1,-0.3724,0,-0.0275,7.3,18.23,0,2026-06-30
UGARSUGAR,53.18,1,0.1079,2,0.79,6.97,19.94,0,2026-06-30
UGROCAP,47.69,1,0.2896,1,0.5712,10.26,12.88,0,2026-06-30
UJJIVANSFB,60.81,1,0.348,2,0.938,14.62,22.88,0,2026-06-30
ULTRACEMCO,46.85,1,30.028,1,0.5608,8.25,14.06,0,2026-06-30
ULTRAMAR,47.77,1,1.6952,2,0.5512,10.94,18.4,0,2026-06-30
UMAEXPORTS,39.65,1,-0.2442,0,-0.098,18.51,11.45,0,2026-06-30
UMESLTD,59.67,1,0.1565,1,0.7403,77.06,41.32,1,2026-06-30
UMIYA-MRO,61.63,1,0.3858,1,0.8641,9.56,28.45,1,2026-06-30
UNICHEMLAB,68.75,1,0.7843,2,0.7684,34.59,37.98,1,2026-06-30
UNIDT,62.54,1,-0.0282,0,0.657,17.92,37.79,1,2026-06-30
UNIECOM,46.62,1,0.0342,1,0.4143,9.28,21.25,0,2026-06-30
UNIENTER,53.48,1,0.1802,1,0.642,9.15,40.93,1,2026-06-30
UNIINFO,48.03,1,0.0381,1,0.4921,47.73,38.33,1,2026-06-30
UNIMECH,58.79,1,-5.0768,1,0.7409,18.42,28.93,1,2026-06-30
UNIONBANK,52.94,1,0.3106,1,0.5969,10.05,14.39,0,2026-06-30
UNIONGOLD,34.45,1,-0.9247,1,0.1386,13.69,17.85,0,2026-06-30
UNIPARTS,65.18,1,-3.0867,1,0.7488,13.14,39.27,1,2026-06-30
UNITDSPR,58.53,1,8.0336,1,0.7885,13.63,18.53,0,2026-06-30
UNITECH,45.53,1,-0.0292,0,0.2432,11.14,10.84,0,2026-06-30
UNITEDPOLY,63.39,1,0.0738,2,0.8854,18.57,31.97,1,2026-06-30
UNITEDTEA,27.57,2,-2.3298,0,0.0655,12.81,21.77,0,2026-06-30
UNIVASTU,65.28,1,0.1831,2,0.8452,25.04,60.64,1,2026-06-30
UNIVCABLES,56.25,1,-8.2482,0,0.6455,15.37,33.22,1,2026-06-30
UNIVPHOTO,93.29,0,20.2851,2,1.094,103.28,46.76,1,2026-06-30
UNOMINDA,47.5,1,1.1372,1,0.4327,7.65,11.85,0,2026-06-30
UPL,28.25,2,-4.172,0,0.0172,13.65,25.76,1,2026-06-30
URAVIDEF,50.5,1,1.0553,2,0.944,6.31,14.84,0,2026-06-30
URBANCO,54.64,1,0.6329,1,0.6984,14.2,27.71,1,2026-06-30
URJA,34.8,1,-0.0785,0,0.0441,15.18,16.48,0,2026-06-30
USHAMART,56.48,1,-1.5803,1,0.643,10.77,16.73,0,2026-06-30
USK,44.94,1,-0.1265,0,0.2074,12.24,13.35,0,2026-06-30
UTIAMC,47.69,1,0.845,1,0.5314,4.66,15.76,0,2026-06-30
UTIBANKETF,54.88,1,-0.0878,1,0.4499,1.8,18.33,0,2026-06-30
UTINEXT50,52.95,1,0.0978,2,0.6909,3.13,27.2,1,2026-06-30
UTINIFTETF,59.2,1,0.0268,2,0.7511,2.32,41.29,1,2026-06-30
UTISENSETF,55.76,1,-0.4845,1,0.6166,1.76,19.88,0,2026-06-30
UTISXN50,53.53,1,0.0123,2,0.6242,2.36,9.54,0,2026-06-30
UTKARSHBNK,55.74,1,0.1009,1,0.6859,27.21,32.7,1,2026-06-30
UTLSOLAR,58.71,1,-2.414,1,0.6467,21.42,20.05,0,2026-06-30
UTTAMSUGAR,40.95,1,-0.4819,0,0.2091,8.13,15.6,0,2026-06-30
UYFINCORP,45.09,1,-0.0521,1,0.2861,7.04,22.11,0,2026-06-30
V2RETAIL,48.08,1,-1.5393,1,0.3312,16.27,15.32,0,2026-06-30
VADILALIND,73.36,0,-12.8231,0,0.7109,21.95,63.29,1,2026-06-30
VAIBHAVGBL,46.68,1,-1.504,0,0.326,13.8,18.01,0,2026-06-30
VAISHALI,67.66,1,0.3254,1,0.875,71.13,38.75,1,2026-06-30
VAKRANGEE,37.0,1,-0.0135,0,0.1768,8.32,14.16,0,2026-06-30
VAL30IETF,41.88,1,-0.0285,0,0.1531,4.1,14.26,0,2026-06-30
VALIANTLAB,80.01,0,1.8415,2,0.9981,49.11,36.99,1,2026-06-30
VALIANTORG,51.49,1,1.3676,1,0.5393,17.0,25.1,1,2026-06-30
VALUE,41.45,1,-0.0472,0,0.1284,4.66,50.15,1,2026-06-30
VARDHACRLC,49.54,1,-0.2737,0,0.1868,5.39,27.82,1,2026-06-30
VARDMNPOLY,44.43,1,-0.0676,0,0.284,31.57,13.44,0,2026-06-30
VARROC,64.06,1,1.3873,2,0.8969,14.32,25.9,1,2026-06-30
VASCONEQ,52.77,1,0.1962,1,0.5349,24.33,32.22,1,2026-06-30
VASWANI,46.4,1,-0.5262,1,0.26,16.44,18.53,0,2026-06-30
VBL,43.36,1,-4.3415,1,0.1795,9.58,18.29,0,2026-06-30
VCL,52.26,1,0.0074,2,0.619,19.45,23.3,0,2026-06-30
VEDL,32.27,1,3.4867,1,0.1539,20.94,38.14,1,2026-06-30
VEEDOL,48.36,1,-1.3521,0,0.4199,6.82,20.27,0,2026-06-30
VELJAN,73.08,0,5.4174,2,1.2229,23.61,24.24,0,2026-06-30
VENKEYS,47.92,1,6.8595,1,0.6694,7.36,17.11,0,2026-06-30
VENTIVE,45.12,1,-1.4689,0,0.3246,9.18,13.82,0,2026-06-30
VENUSPIPES,76.22,0,25.3606,1,0.9404,33.22,24.4,0,2026-06-30
VENUSREM,84.0,0,39.8051,2,0.9212,78.56,52.07,1,2026-06-30
VERANDA,56.55,1,-1.0371,1,0.6763,12.19,44.89,1,2026-06-30
VERTOZ,52.31,1,-0.1406,1,0.512,14.38,17.52,0,2026-06-30
VESUVIUS,42.41,1,1.1879,1,0.3291,7.43,14.76,0,2026-06-30
VETO,62.33,1,-0.0846,0,0.644,37.54,44.45,1,2026-06-30
VGL,42.0,1,-1.0645,0,0.0667,17.63,20.04,0,2026-06-30
VGUARD,40.81,1,0.4909,1,0.2855,6.97,18.07,0,2026-06-30
VHL,55.94,1,8.7686,1,0.7172,11.81,15.01,0,2026-06-30
VIDHIING,44.58,1,-0.1416,1,0.3289,6.2,13.34,0,2026-06-30
VIDYAWIRES,51.72,1,-0.4598,0,0.5301,27.49,23.61,0,2026-06-30
VIJAYA,57.2,1,-1.4288,1,0.8053,9.58,37.43,1,2026-06-30
VIJIFIN,80.3,0,0.1233,2,1.0953,58.12,30.53,1,2026-06-30
VIKASECO,37.43,1,-0.0072,0,0.0184,9.03,19.27,0,2026-06-30
VIKASLIFE,45.31,1,-0.0068,0,0.0852,5.08,9.86,0,2026-06-30
VIKRAMSOLR,35.58,1,-1.5251,0,-0.0459,13.59,17.23,0,2026-06-30
VIKRAN,60.01,1,0.3433,2,0.9765,14.01,17.55,0,2026-06-30
VIMTALABS,69.25,1,2.821,1,0.8106,23.28,52.25,1,2026-06-30
VINATIORGA,50.84,1,2.5127,1,0.6002,7.76,13.6,0,2026-06-30
VINCOFE,55.48,1,-0.9029,1,0.5758,10.25,22.63,0,2026-06-30
VINDHYATEL,51.69,1,-34.5032,0,0.3694,20.12,32.85,1,2026-06-30
VINEETLAB,61.79,1,0.3583,1,0.7414,45.55,39.38,1,2026-06-30
VINNY,48.35,1,0.0017,1,0.4978,20.22,23.8,0,2026-06-30
VINYLINDIA,46.11,1,0.4565,1,0.4896,9.08,14.71,0,2026-06-30
VIPCLOTHNG,74.18,0,0.4217,2,1.1887,26.63,28.89,1,2026-06-30
VIPIND,44.49,1,-1.6672,0,0.1771,10.78,13.82,0,2026-06-30
VIPULLTD,81.51,0,0.4961,2,1.0916,60.28,26.39,1,2026-06-30
VIRINCHI,46.72,1,0.0766,1,0.5489,19.75,16.0,0,2026-06-30
VISAKAIND,60.63,1,-0.0224,1,0.8321,13.85,43.73,1,2026-06-30
VISASTEEL,76.58,0,1.273,1,0.9065,56.62,44.51,1,2026-06-30
VISHNU,50.28,1,-0.5372,0,0.4593,8.95,17.99,0,2026-06-30
VISHWARAJ,46.44,1,-0.0419,1,0.2027,10.25,10.82,0,2026-06-30
VIVIDHA,46.73,1,0.0001,1,0.3607,10.67,13.23,0,2026-06-30
VIVIMEDLAB,60.91,1,0.2532,1,0.8598,47.57,35.0,1,2026-06-30
VIYASH,68.01,1,1.1709,2,1.0149,15.02,53.03,1,2026-06-30
VLEGOV,72.36,0,0.722,2,0.9851,76.57,28.5,1,2026-06-30
VLSFINANCE,65.46,1,2.7251,1,0.9433,17.77,28.41,1,2026-06-30
VMART,66.41,1,0.8602,1,0.7725,24.67,32.44,1,2026-06-30
VMM,47.71,1,-0.1343,1,0.4098,3.98,17.23,0,2026-06-30
VMSTMT,61.44,1,0.3575,1,0.7393,22.14,24.29,0,2026-06-30
VOLTAMP,58.26,1,43.8045,1,0.7769,15.63,31.05,1,2026-06-30
VOLTAS,43.07,1,-1.7792,0,0.3091,10.38,16.17,0,2026-06-30
VPRPL,56.75,1,0.3575,1,0.6887,27.73,21.58,0,2026-06-30
VRAJ,36.19,1,-0.4964,0,0.0404,8.12,14.01,0,2026-06-30
VRLLOG,45.97,1,0.379,1,0.4204,6.52,15.16,0,2026-06-30
VSSL,52.1,1,-0.2403,0,0.5564,9.35,19.42,0,2026-06-30
VSTIND,55.18,1,-0.0881,0,0.6567,3.64,26.67,1,2026-06-30
VSTL,38.4,1,-0.2682,0,0.2233,8.13,15.68,0,2026-06-30
VSTTILLERS,42.91,1,9.1808,2,0.3626,6.42,27.57,1,2026-06-30
VTL,54.31,1,-1.3719,0,0.5654,8.76,11.88,0,2026-06-30
WAAREEENER,39.49,1,-10.0116,0,0.0575,6.8,10.88,0,2026-06-30
WAAREERTL,60.31,1,6.2505,2,0.9357,9.67,18.29,0,2026-06-30
WABAG,71.86,0,26.6394,1,0.7709,50.16,48.62,1,2026-06-30
WAKEFIT,48.79,1,0.9586,2,0.7031,13.79,19.68,0,2026-06-30
WALCHANNAG,53.57,1,-1.3747,0,0.5589,35.63,28.82,1,2026-06-30
WANBURY,59.65,1,0.5161,2,0.8703,13.65,25.88,1,2026-06-30
WCIL,51.79,1,0.3943,1,0.6224,18.24,16.73,0,2026-06-30
WEALTH,51.35,1,1.6663,1,0.5441,12.37,39.44,1,2026-06-30
WEBELSOLAR,44.27,1,-0.6992,1,0.2288,12.2,12.75,0,2026-06-30
WEIZMANIND,53.47,1,0.1637,1,0.6628,12.03,17.85,0,2026-06-30
WEL,67.9,1,1.1544,2,1.3149,10.02,25.15,1,2026-06-30
